sample_id,pdk,process_node_nm,cell_family,cell_variant,source_cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,model_corner,tphl_ns,tplh_ns,delay_avg_ns,power_avg_uW,spice_wall_time_s,status,fidelity,statistical_mode,mc_mm_switch,mc_pr_switch,released_spice_path,netlist_path,log_path,ngspice_returncode,candidate_id,seed,heldout_corner,query_order,batch_index
15020001,SKY130,130,AOI21,AOI21_1,A21OI_1,1,"A1_to_Y__A2=1,B1=0",1,3,6,1.9500000000000002,3.0,1.707459407145393,-28.987888263993042,11.77023667508279,0.04093271889521799,ss,ss,2.14033,4.5624899999999995,3.3514099999999996,0.78517,0.9661364589701407,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/a21oi/sky130_fd_sc_hd__a21oi_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/netlists/15020001_aoi21_1_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/logs/15020001_aoi21_1_ss.log,0,48,0,ss,1,1
15020002,SKY130,130,AOI21,AOI21_4,A21OI_4,4,"A1_to_Y__A2=1,B1=0",1,3,24,7.800000000000002,12.0,1.920057547536698,104.97438575327854,1.8031299535088343,0.04307251242015631,ss,ss,0.36155899999999996,0.523517,0.442538,1.27149,3.162996875005774,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/a21oi/sky130_fd_sc_hd__a21oi_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/netlists/15020002_aoi21_4_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/logs/15020002_aoi21_4_ss.log,0,57,0,ss,2,1
15020003,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.6544306810066611,-3.8646278476085953,11.027951224916746,0.1882724634697145,ss,ss,3.57092,6.1529,4.86191,3.23666,0.47143991698976606,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/inv/sky130_fd_sc_hd__inv_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/netlists/15020003_inv_1_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/logs/15020003_inv_1_ss.log,0,0,0,ss,3,1
15020004,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.938085920457823,-29.19468035781393,1.3937721580368734,0.033622806998749165,ss,ss,0.193484,0.45382900000000004,0.3236565,0.860347,1.160488500026986,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/inv/sky130_fd_sc_hd__inv_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/netlists/15020004_inv_4_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/logs/15020004_inv_4_ss.log,0,7,0,ss,4,1
15020005,SKY130,130,MUX2,MUX2_1,MUX2_1,1,"A0_to_X__A1=0,S=0",0,3,12,2.75,3.1,1.920099759914896,-25.01717986147075,3.3299676044826407,0.012907771856921536,ss,ss,1.03337,0.459559,0.7464644999999999,0.392797,1.6858171250205487,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/mux2/sky130_fd_sc_hd__mux2_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/netlists/15020005_mux2_1_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/logs/15020005_mux2_1_ss.log,0,73,0,ss,5,1
15020006,SKY130,130,MUX2,MUX2_4,MUX2_4,4,"A0_to_X__A1=0,S=0",0,3,18,5.8500000000000005,9.0,1.6883439742667912,-32.744126113666304,0.878657027299181,0.17578475861713527,ss,ss,0.922901,0.9364769999999999,0.929689,3.40599,2.367842500039842,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/mux2/sky130_fd_sc_hd__mux2_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/netlists/15020006_mux2_4_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/logs/15020006_mux2_4_ss.log,0,81,0,ss,6,1
15020007,SKY130,130,NAND2,NAND2_1,NAND2_1,1,A_to_Y__B=1,1,2,4,1.3,2.0,1.9646745118704934,97.86719903836132,9.764760908166636,0.011976078824117192,ss,ss,0.479711,1.06467,0.7721905,0.547528,0.7187545830383897,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand2/sky130_fd_sc_hd__nand2_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/netlists/15020007_nand2_1_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/logs/15020007_nand2_1_ss.log,0,12,0,ss,7,1
15020008,SKY130,130,NAND2,NAND2_4,NAND2_4,4,A_to_Y__B=1,1,2,16,5.2,8.0,1.6299931348153016,121.08718373647324,6.40493442300278,0.12019099720334557,ss,ss,1.44138,1.74042,1.5909,2.11855,2.0906854170025326,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand2/sky130_fd_sc_hd__nand2_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/netlists/15020008_nand2_4_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/logs/15020008_nand2_4_ss.log,0,18,0,ss,8,1
15020009,SKY130,130,NAND3,NAND3_1,NAND3_1,1,"A_to_Y__B=1,C=1",1,3,6,1.9500000000000002,3.0,1.7684820513382256,111.15922284953916,1.4536274315518865,0.19592691895863548,ss,ss,2.78075,2.1263900000000002,2.45357,3.86814,0.9684189999825321,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand3/sky130_fd_sc_hd__nand3_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/netlists/15020009_nand3_1_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/logs/15020009_nand3_1_ss.log,0,87,0,ss,9,1
15020010,SKY130,130,NAND3,NAND3_4,NAND3_4,4,"A_to_Y__B=1,C=1",1,3,24,7.800000000000002,12.0,1.6390187510351122,-22.204193833214678,9.52287578998653,0.12836113585201273,ss,ss,2.09344,3.4487699999999997,2.771105,2.24336,3.0576196659822017,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand3/sky130_fd_sc_hd__nand3_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/netlists/15020010_nand3_4_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/logs/15020010_nand3_4_ss.log,0,95,0,ss,10,1
15020011,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.9631118972760668,3.813986362539339,0.34757144985480415,0.10898265270583002,ss,ss,0.43553800000000004,1.95387,1.194704,2.68668,0.73579108400736,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/netlists/15020011_nor2_1_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/logs/15020011_nor2_1_ss.log,0,24,0,ss,11,1
15020012,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.8824279545755283,38.33654581392925,10.193050632206312,0.010566206792550083,ss,ss,0.0671574,1.09591,0.5815337,0.640483,2.142475000000559,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/netlists/15020012_nor2_4_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_0/corner_ss/logs/15020012_nor2_4_ss.log,0,33,0,ss,12,1
