seed,heldout_corner,strategy,spice_queries,successful_support_rows,failed_queries,cumulative_spice_wall_time_s,support_balance_range,support_inv,support_nand2,support_nor2,support_xor2,delay_r2,delay_mae,delay_rmse,power_r2,power_mae,power_rmse,delay_r2_inv,delay_r2_nand2,delay_r2_nor2,delay_r2_xor2,worst_cell_delay_r2,spearman,kendall_tau,top20_precision,top20_recall,ndcg_top20
1,ff,uncertainty,0,0,0,0.0,0,0,0,0,0,0.2923840660791118,0.11828004584299046,0.13663428440226894,0.9439051888259642,0.5718135834309891,0.7918679033759152,-0.2598543225934127,-1.0516328064369418e-05,0.6496956810318811,0.0707775880372673,-0.2598543225934127,0.9768369858197585,0.8734276729559748,0.90625,0.90625,0.9960236677821602
1,ff,uncertainty,4,4,0,2.058674833999248,2,2,1,1,0,0.3904103992399818,0.11476483459549236,0.12681763783359176,0.9475624445655173,0.5442066388324647,0.7656188430898965,0.3616686897522129,-0.034115632797174555,0.6081076927378057,0.09531695056494671,-0.034115632797174555,0.9805256064690027,0.8842767295597485,0.90625,0.90625,0.9958221990745908
1,ff,uncertainty,8,8,0,5.230133751028916,2,2,3,1,2,0.39812117100652566,0.11615528363342635,0.12601301957382016,0.9466411724275161,0.5530669243315969,0.7723151143870667,0.2969476525279934,0.16358132458948027,0.6656712357058813,-0.07275691073688262,-0.07275691073688262,0.9801359428102662,0.8816037735849056,0.875,0.875,0.9951978429343706
1,ff,uncertainty,12,12,0,8.19743270901381,2,3,3,2,4,0.47031528418526014,0.10982162210128665,0.11821418855077767,0.9452584118407354,0.5559924226692712,0.782258140735139,0.4480363219171358,0.24673344766811312,0.6857351092208299,0.04813202302608599,0.04813202302608599,0.9824241181296143,0.8872641509433963,0.90625,0.90625,0.9958392382670532
1,ff,uncertainty,16,16,0,10.458175875013694,0,4,4,4,4,0.5453187297643107,0.10218122505988037,0.10952529133291115,0.9436438325446265,0.5649798226866322,0.7937104904189662,0.5529990146865638,0.3317587840781756,0.7320284771983725,0.16953854245898015,0.16953854245898015,0.9863529825383802,0.9012578616352201,0.90625,0.90625,0.996316575567598
1,ff,uncertainty,20,20,0,13.122306208009832,2,5,4,6,5,0.6105702190931828,0.09364230099228055,0.10136206856425793,0.942680520708828,0.575501966332465,0.8004653056674006,0.6470836782057842,0.3894960337432166,0.7904150370993748,0.2456348299330695,0.2456348299330695,0.9865815070901208,0.9018867924528302,0.90625,0.90625,0.9964592627319733
1,ff,uncertainty,24,24,0,15.266914207022637,3,6,5,8,5,0.644178747278255,0.08954466249781438,0.09688952503132484,0.9421612588583371,0.5694609185112849,0.8040828715158582,0.6631768271280051,0.4577741829547156,0.8025788883465752,0.32560923710542233,0.32560923710542233,0.9883745458806985,0.9089622641509434,0.90625,0.90625,0.996577020827755
1,ff,uncertainty,28,28,0,18.49880329001462,2,6,7,8,7,0.7171775872352063,0.07922971899385853,0.08638091423763013,0.9471995650087407,0.5526229621918402,0.7682634021583019,0.7122874921465603,0.5553481233828139,0.8188463034933424,0.5449700198384975,0.5449700198384975,0.9878325325208016,0.9084905660377358,0.90625,0.90625,0.9968604011887786
1,ff,uncertainty,32,32,0,20.741483915015124,3,7,8,10,7,0.7669923642972306,0.07011074991321616,0.07840539757082482,0.9484435975764163,0.551286012322049,0.7591589166799914,0.7611678202462828,0.7060190418002119,0.8512847621178844,0.5724487683872987,0.5724487683872987,0.988831594984179,0.9113207547169812,0.90625,0.90625,0.996354202432056
1,ff,uncertainty,36,36,0,23.546084831032204,2,9,8,10,9,0.7949202022812879,0.06563479699943575,0.07355671488047745,0.9505942379936341,0.5386896990842013,0.7431563549522872,0.7556509195705959,0.7174551013926694,0.8775764258794994,0.6554696784485614,0.6554696784485614,0.9886001406304933,0.9103773584905661,0.90625,0.90625,0.9968243448075821
1,ff,uncertainty,40,40,0,27.13826949801296,3,9,9,10,12,0.8218525828003884,0.060672275624891456,0.06855681766577555,0.9515373686696956,0.5408604617925341,0.736028939403157,0.7685624033525934,0.7501774860517618,0.8951301832258841,0.7189853856038373,0.7189853856038373,0.9883247392476269,0.9095911949685535,0.90625,0.90625,0.9968362779862912
1,ff,uncertainty,44,44,0,29.79336770597729,3,10,10,11,13,0.8465212815569665,0.054199434047916675,0.06363337628726566,0.95055616099418,0.539435615989583,0.7434426749372419,0.7973724063083869,0.7864616775432971,0.9142848106646033,0.7497947234657433,0.7497947234657433,0.9891157857728816,0.9114779874213836,0.90625,0.90625,0.9969982195558006
1,ff,uncertainty,48,48,0,31.9104140389245,2,11,11,13,13,0.8584913531778533,0.05090766686553816,0.061101570594647346,0.9505038630625287,0.5483649990581588,0.7438357495771097,0.7910773478516528,0.8226503034863744,0.9344666527823482,0.7469777381281472,0.7469777381281472,0.9890484003281378,0.9110062893081761,0.90625,0.90625,0.99688511139189
