candidate_id,cell_family,cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,seed,heldout_corner,query_order
52,AOI21,AOI21_1,1,"A1_to_ZN__A2=1,B=0",1,3,6,2.15,3.6450000000000005,1.9734111968672543,-9.21438599850898,2.4905914088985694,0.1587460004635193,typical,5,typical,1
54,AOI21,AOI21_4,4,"A1_to_ZN__A2=1,B=0",1,3,24,8.6,14.399999999999997,1.6907891784496032,110.78119329286378,0.36911284187490295,0.02981967323711039,typical,5,typical,2
5,INV,INV_1,1,I_to_ZN,1,1,2,0.82,1.22,1.6763484989376745,-36.77599036324286,7.583105172800737,0.0771802536805144,typical,5,typical,3
6,INV,INV_4,4,I_to_ZN,1,1,8,3.28,4.88,1.939589158905766,121.23273733794494,9.667789966841436,0.10511977739801588,typical,5,typical,4
72,MUX2,MUX2_1,1,"I0_to_Z__I1=0,S=0",0,3,12,2.6199999999999997,4.295000000000001,1.9251163265902795,111.54896660767093,11.545379918562695,0.07717983214429158,typical,5,typical,5
79,MUX2,MUX2_4,4,"I0_to_Z__I1=0,S=0",0,3,18,7.380000000000001,10.98,1.9478437879496593,124.14935447867813,0.08055734183361737,0.14496668048181255,typical,5,typical,6
16,NAND2,NAND2_1,1,A1_to_ZN__A2=1,1,2,4,1.64,2.26,1.640607289362193,110.51345800079642,9.378854900651488,0.16130516615112384,typical,5,typical,7
20,NAND2,NAND2_4,4,A1_to_ZN__A2=1,1,2,16,6.5600000000000005,9.04,1.975757949820486,67.13368185562963,7.906300778270747,0.004455369073059419,typical,5,typical,8
84,NAND3,NAND3_1,1,"A1_to_ZN__A2=1,A3=1",1,3,6,2.46,2.955,1.7584593787218048,85.34794184702938,0.2415413533207126,0.002394546603321582,typical,5,typical,9
95,NAND3,NAND3_4,4,"A1_to_ZN__A2=1,A3=1",1,3,24,9.840000000000002,11.82,1.6521795988599817,116.64760637399121,1.4775769874550957,0.06627179190164394,typical,5,typical,10
28,NOR2,NOR2_1,1,A1_to_ZN__A2=0,1,2,4,1.13,2.44,1.704339354827709,-16.704436583477616,3.2538973590604203,0.19250832615905727,typical,5,typical,11
33,NOR2,NOR2_4,4,A1_to_ZN__A2=0,1,2,16,4.52,9.76,1.9296922130963603,94.91750632499458,11.633792542828262,0.030426037929667603,typical,5,typical,12
60,OAI21,OAI21_1,1,"A1_to_ZN__A2=0,B=1",1,3,6,2.46,3.57,1.8684372356815313,110.951735098834,0.9705875208782266,0.20141053958814512,typical,5,typical,13
71,OAI21,OAI21_4,4,"A1_to_ZN__A2=0,B=1",1,3,24,9.840000000000002,12.580000000000004,1.6512601649582201,105.1246945694061,0.7966541782260078,0.021996942864647033,typical,5,typical,14
36,XOR2,XOR2_1,1,A1_to_Z__A2=0,0,2,10,3.1799999999999997,4.779999999999999,1.9623522319138182,76.26377002351147,11.94422128290438,0.0031383270769860337,typical,5,typical,15
46,XOR2,XOR2_4,4,A1_to_Z__A2=0,0,2,18,6.46,8.935,1.9732246393330262,106.84734473333944,1.390693631685536,0.18509957527848578,typical,5,typical,16
49,AOI21,AOI21_1,1,"A1_to_ZN__A2=1,B=0",1,3,6,2.15,3.6450000000000005,1.6596377737388581,82.73278857534847,6.899398671154146,0.0351295609986018,typical,5,typical,17
58,AOI21,AOI21_4,4,"A1_to_ZN__A2=1,B=0",1,3,24,8.6,14.399999999999997,1.8279515756100477,-29.172590535484144,8.416881972981585,0.14748700153791303,typical,5,typical,18
1,INV,INV_1,1,I_to_ZN,1,1,2,0.82,1.22,1.9614767331242915,100.11729128587385,2.443077462818905,0.12798503846925688,typical,5,typical,19
10,INV,INV_4,4,I_to_ZN,1,1,8,3.28,4.88,1.6335464799002473,24.237791700110435,0.6134547156558213,0.15941926054164623,typical,5,typical,20
77,MUX2,MUX2_1,1,"I0_to_Z__I1=0,S=0",0,3,12,2.6199999999999997,4.295000000000001,1.6543359456189692,-0.21793092149295745,8.001769595465277,0.11085553422397937,typical,5,typical,21
82,MUX2,MUX2_4,4,"I0_to_Z__I1=0,S=0",0,3,18,7.380000000000001,10.98,1.6928762820738248,-15.705087326425495,8.8475330475826,0.056917786895575195,typical,5,typical,22
14,NAND2,NAND2_1,1,A1_to_ZN__A2=1,1,2,4,1.64,2.26,1.810578180774185,-13.539689256800163,4.529428858452237,0.016662553405851394,typical,5,typical,23
19,NAND2,NAND2_4,4,A1_to_ZN__A2=1,1,2,16,6.5600000000000005,9.04,1.8702800353041167,-28.321351375251908,4.562037023340051,0.1993499870221212,typical,5,typical,24
86,NAND3,NAND3_1,1,"A1_to_ZN__A2=1,A3=1",1,3,6,2.46,2.955,1.9408215137915397,4.706561857935654,11.891394645841922,0.14431107082325006,typical,5,typical,25
90,NAND3,NAND3_4,4,"A1_to_ZN__A2=1,A3=1",1,3,24,9.840000000000002,11.82,1.8462947969130172,-16.46524093067738,5.052692629952807,0.17845504541406387,typical,5,typical,26
24,NOR2,NOR2_1,1,A1_to_ZN__A2=0,1,2,4,1.13,2.44,1.9233337092662421,42.61524561925401,7.22221252168739,0.027917003678750163,typical,5,typical,27
31,NOR2,NOR2_4,4,A1_to_ZN__A2=0,1,2,16,4.52,9.76,1.6374251965611124,-4.532811519666268,1.098744252228448,0.03818340047879211,typical,5,typical,28
62,OAI21,OAI21_1,1,"A1_to_ZN__A2=0,B=1",1,3,6,2.46,3.57,1.799084631950133,-31.38071683924026,9.718787087235835,0.10852713270670165,typical,5,typical,29
68,OAI21,OAI21_4,4,"A1_to_ZN__A2=0,B=1",1,3,24,9.840000000000002,12.580000000000004,1.9131321514855248,-10.915448617840827,11.814487814108693,0.14846718921061103,typical,5,typical,30
41,XOR2,XOR2_1,1,A1_to_Z__A2=0,0,2,10,3.1799999999999997,4.779999999999999,1.7291734724360912,101.12009592970239,1.3756534402549956,0.17035459983785595,typical,5,typical,31
44,XOR2,XOR2_4,4,A1_to_Z__A2=0,0,2,18,6.46,8.935,1.660110881181473,22.583289789127683,5.457532135682014,0.00616418565623604,typical,5,typical,32
50,AOI21,AOI21_1,1,"A1_to_ZN__A2=1,B=0",1,3,6,2.15,3.6450000000000005,1.8856181917943402,121.66636994019959,9.830890647889596,0.1187909344940449,typical,5,typical,33
59,AOI21,AOI21_4,4,"A1_to_ZN__A2=1,B=0",1,3,24,8.6,14.399999999999997,1.6709099371069513,96.1402184335133,6.160917232048008,0.19086253831691713,typical,5,typical,34
0,INV,INV_1,1,I_to_ZN,1,1,2,0.82,1.22,1.858136064358552,10.121250835041465,11.205627151744276,0.1584733941835363,typical,5,typical,35
9,INV,INV_4,4,I_to_ZN,1,1,8,3.28,4.88,1.772183196455149,0.08503281888723535,11.677851996468029,0.01788457337794306,typical,5,typical,36
73,MUX2,MUX2_1,1,"I0_to_Z__I1=0,S=0",0,3,12,2.6199999999999997,4.295000000000001,1.8388048372740502,70.47533879570913,0.9421122772068942,0.17434707431521912,typical,5,typical,37
78,MUX2,MUX2_4,4,"I0_to_Z__I1=0,S=0",0,3,18,7.380000000000001,10.98,1.7520839821698877,83.31299318318312,2.4525289230282734,0.20363571413021403,typical,5,typical,38
13,NAND2,NAND2_1,1,A1_to_ZN__A2=1,1,2,4,1.64,2.26,1.798089485994373,0.6412704894462706,3.329960771220537,0.17988299674288188,typical,5,typical,39
21,NAND2,NAND2_4,4,A1_to_ZN__A2=1,1,2,16,6.5600000000000005,9.04,1.711804545904143,98.54313192550481,11.515640426549737,0.15522279372999476,typical,5,typical,40
89,NAND3,NAND3_1,1,"A1_to_ZN__A2=1,A3=1",1,3,6,2.46,2.955,1.6628962891422878,58.753631010727574,8.768420843085012,0.18753315421249406,typical,5,typical,41
93,NAND3,NAND3_4,4,"A1_to_ZN__A2=1,A3=1",1,3,24,9.840000000000002,11.82,1.7563313031128422,84.89857646232306,10.315544431378843,0.11928249664399829,typical,5,typical,42
27,NOR2,NOR2_1,1,A1_to_ZN__A2=0,1,2,4,1.13,2.44,1.8731647499093227,94.79654050909627,0.503790424830249,0.11915261781274854,typical,5,typical,43
30,NOR2,NOR2_4,4,A1_to_ZN__A2=0,1,2,16,4.52,9.76,1.8291083026255048,53.11869358303193,2.6339168976875995,0.18351815475304703,typical,5,typical,44
64,OAI21,OAI21_1,1,"A1_to_ZN__A2=0,B=1",1,3,6,2.46,3.57,1.7360119892666588,78.97151097690984,6.317946802693566,0.0026426831845618734,typical,5,typical,45
67,OAI21,OAI21_4,4,"A1_to_ZN__A2=0,B=1",1,3,24,9.840000000000002,12.580000000000004,1.7409072417922484,30.173628252513396,3.6947591695137496,0.13701020529858668,typical,5,typical,46
39,XOR2,XOR2_1,1,A1_to_Z__A2=0,0,2,10,3.1799999999999997,4.779999999999999,1.8814132846539375,-12.885724512049354,4.154767801282925,0.10388146729611467,typical,5,typical,47
45,XOR2,XOR2_4,4,A1_to_Z__A2=0,0,2,18,6.46,8.935,1.8434737655426525,-21.27184234070148,9.906036785345158,0.06601010755572964,typical,5,typical,48
48,AOI21,AOI21_1,1,"A1_to_ZN__A2=1,B=0",1,3,6,2.15,3.6450000000000005,1.8183486258125052,-25.501743060637807,1.8299363452773094,0.04886078676919953,typical,5,typical,49
55,AOI21,AOI21_4,4,"A1_to_ZN__A2=1,B=0",1,3,24,8.6,14.399999999999997,1.8677204307693187,57.690720276000434,2.154599590939092,0.1267938926877878,typical,5,typical,50
2,INV,INV_1,1,I_to_ZN,1,1,2,0.82,1.22,1.8966124218854463,57.40541269684984,5.05924645687398,0.027558252350919927,typical,5,typical,51
8,INV,INV_4,4,I_to_ZN,1,1,8,3.28,4.88,1.863287217847412,47.4639646906312,2.1857042783715146,0.05045981644921679,typical,5,typical,52
76,MUX2,MUX2_1,1,"I0_to_Z__I1=0,S=0",0,3,12,2.6199999999999997,4.295000000000001,1.9160615656328674,40.29404057426618,4.602320778062728,0.029869093370920353,typical,5,typical,53
83,MUX2,MUX2_4,4,"I0_to_Z__I1=0,S=0",0,3,18,7.380000000000001,10.98,1.8714750936064557,15.16859068286388,7.2994571572995515,0.1330232605707801,typical,5,typical,54
15,NAND2,NAND2_1,1,A1_to_ZN__A2=1,1,2,4,1.64,2.26,1.7236817283885053,74.07295939650815,11.731513651470808,0.06544805251424195,typical,5,typical,55
18,NAND2,NAND2_4,4,A1_to_ZN__A2=1,1,2,16,6.5600000000000005,9.04,1.8163022937590025,76.63821666921032,2.713288383594304,0.06465687215923607,typical,5,typical,56
87,NAND3,NAND3_1,1,"A1_to_ZN__A2=1,A3=1",1,3,6,2.46,2.955,1.7090542410976124,122.40246660271302,5.811939716571955,0.08006932057235103,typical,5,typical,57
91,NAND3,NAND3_4,4,"A1_to_ZN__A2=1,A3=1",1,3,24,9.840000000000002,11.82,1.687883508755065,0.017588305204263577,2.3239087492108066,0.02889656454529504,typical,5,typical,58
26,NOR2,NOR2_1,1,A1_to_ZN__A2=0,1,2,4,1.13,2.44,1.7690661145135416,116.63113398483895,8.448136293411565,0.08808422381107688,typical,5,typical,59
35,NOR2,NOR2_4,4,A1_to_ZN__A2=0,1,2,16,4.52,9.76,1.8839508762297887,-14.698087946208958,8.173190207736074,0.09918423732063464,typical,5,typical,60
65,OAI21,OAI21_1,1,"A1_to_ZN__A2=0,B=1",1,3,6,2.46,3.57,1.6203989754264803,69.22520470201923,3.0077640872468097,0.14729630044351044,typical,5,typical,61
69,OAI21,OAI21_4,4,"A1_to_ZN__A2=0,B=1",1,3,24,9.840000000000002,12.580000000000004,1.7118148994802478,91.67721272945158,8.790558488802159,0.08362070649594894,typical,5,typical,62
40,XOR2,XOR2_1,1,A1_to_Z__A2=0,0,2,10,3.1799999999999997,4.779999999999999,1.7777590220131576,54.051910371824476,9.04271736471442,0.08200739911513469,typical,5,typical,63
43,XOR2,XOR2_4,4,A1_to_Z__A2=0,0,2,18,6.46,8.935,1.7607605729272664,82.09942874438373,3.2894133323506796,0.1587583562958749,typical,5,typical,64
53,AOI21,AOI21_1,1,"A1_to_ZN__A2=1,B=0",1,3,6,2.15,3.6450000000000005,1.7719668001956346,35.18693559247757,5.6842489087308214,0.19147446222565656,typical,5,typical,65
56,AOI21,AOI21_4,4,"A1_to_ZN__A2=1,B=0",1,3,24,8.6,14.399999999999997,1.7995638176404005,31.171556805104473,11.17853732358134,0.06018156582717421,typical,5,typical,66
4,INV,INV_1,1,I_to_ZN,1,1,2,0.82,1.22,1.7886953660959581,82.93801319090417,0.4156934181060412,0.06885963103988356,typical,5,typical,67
11,INV,INV_4,4,I_to_ZN,1,1,8,3.28,4.88,1.7008137937802428,-19.676666823255232,5.8063916186403395,0.09614021734660465,typical,5,typical,68
75,MUX2,MUX2_1,1,"I0_to_Z__I1=0,S=0",0,3,12,2.6199999999999997,4.295000000000001,1.6929173134155755,54.525079797734236,3.9356535902562997,0.04844985610732062,typical,5,typical,69
80,MUX2,MUX2_4,4,"I0_to_Z__I1=0,S=0",0,3,18,7.380000000000001,10.98,1.6739974419308123,63.812209182721816,4.195361383481973,0.08406580049287456,typical,5,typical,70
17,NAND2,NAND2_1,1,A1_to_ZN__A2=1,1,2,4,1.64,2.26,1.9410245144378382,22.36005711786939,7.706612650348939,0.13445203237110478,typical,5,typical,71
22,NAND2,NAND2_4,4,A1_to_ZN__A2=1,1,2,16,6.5600000000000005,9.04,1.7605764519506317,-0.4087915050374846,1.7020496934716591,0.09353941031821116,typical,5,typical,72
85,NAND3,NAND3_1,1,"A1_to_ZN__A2=1,A3=1",1,3,6,2.46,2.955,1.831567060556019,35.91659456257938,3.578566193989794,0.06391944242180576,typical,5,typical,73
94,NAND3,NAND3_4,4,"A1_to_ZN__A2=1,A3=1",1,3,24,9.840000000000002,11.82,1.9494682973169306,45.669982347072505,8.851054745773828,0.09420264109978906,typical,5,typical,74
25,NOR2,NOR2_1,1,A1_to_ZN__A2=0,1,2,4,1.13,2.44,1.8549006881553203,-6.541626974981263,11.257483083037382,0.06552957576220239,typical,5,typical,75
34,NOR2,NOR2_4,4,A1_to_ZN__A2=0,1,2,16,4.52,9.76,1.7776792446215284,102.6445329533727,7.529672234005938,0.13413784646346938,typical,5,typical,76
63,OAI21,OAI21_1,1,"A1_to_ZN__A2=0,B=1",1,3,6,2.46,3.57,1.9390308386818653,-10.76632771338338,4.803763152056635,0.06457934082670276,typical,5,typical,77
70,OAI21,OAI21_4,4,"A1_to_ZN__A2=0,B=1",1,3,24,9.840000000000002,12.580000000000004,1.945128149677279,-29.663749787181203,7.893392803077679,0.052715570196732515,typical,5,typical,78
38,XOR2,XOR2_1,1,A1_to_Z__A2=0,0,2,10,3.1799999999999997,4.779999999999999,1.6753604362105057,14.332335806929684,2.6612888106074886,0.06829777637002178,typical,5,typical,79
42,XOR2,XOR2_4,4,A1_to_Z__A2=0,0,2,18,6.46,8.935,1.9049186138524568,44.249415318083976,6.729993270011239,0.1327401214484154,typical,5,typical,80
51,AOI21,AOI21_1,1,"A1_to_ZN__A2=1,B=0",1,3,6,2.15,3.6450000000000005,1.6904727480243633,59.05591270553681,10.300085748911151,0.09032548382227305,typical,5,typical,81
57,AOI21,AOI21_4,4,"A1_to_ZN__A2=1,B=0",1,3,24,8.6,14.399999999999997,1.9571810119357156,3.6697332327455428,5.522121313003366,0.09087302758876682,typical,5,typical,82
3,INV,INV_1,1,I_to_ZN,1,1,2,0.82,1.22,1.6924757023623052,38.74935784516846,9.743317291880517,0.18586371959743517,typical,5,typical,83
7,INV,INV_4,4,I_to_ZN,1,1,8,3.28,4.88,1.8185730157674276,90.47260056121891,7.087389954818215,0.18926158574263283,typical,5,typical,84
74,MUX2,MUX2_1,1,"I0_to_Z__I1=0,S=0",0,3,12,2.6199999999999997,4.295000000000001,1.7574611121833554,-21.075648957676044,9.748520538971082,0.1489967098297409,typical,5,typical,85
81,MUX2,MUX2_4,4,"I0_to_Z__I1=0,S=0",0,3,18,7.380000000000001,10.98,1.8047348830360077,2.4367229672232185,10.316920274481966,0.03372962911574354,typical,5,typical,86
12,NAND2,NAND2_1,1,A1_to_ZN__A2=1,1,2,4,1.64,2.26,1.8605218801161565,47.91797426429817,1.1388921820639315,0.07703290309345735,typical,5,typical,87
23,NAND2,NAND2_4,4,A1_to_ZN__A2=1,1,2,16,6.5600000000000005,9.04,1.6624954954476858,41.44603250132276,8.711626402720265,0.1261971832883587,typical,5,typical,88
88,NAND3,NAND3_1,1,"A1_to_ZN__A2=1,A3=1",1,3,6,2.46,2.955,1.9137455709980669,-21.60222203000382,7.516134815077598,0.11314629043433923,typical,5,typical,89
92,NAND3,NAND3_4,4,"A1_to_ZN__A2=1,A3=1",1,3,24,9.840000000000002,11.82,1.867943599826665,15.416673387922451,7.261574173185738,0.15083981961391418,typical,5,typical,90
29,NOR2,NOR2_1,1,A1_to_ZN__A2=0,1,2,4,1.13,2.44,1.638497993242828,25.34578513299128,4.150922776368546,0.1516562889530926,typical,5,typical,91
32,NOR2,NOR2_4,4,A1_to_ZN__A2=0,1,2,16,4.52,9.76,1.7201574580669443,19.68037171329587,4.851979451596814,0.16120308363826935,typical,5,typical,92
61,OAI21,OAI21_1,1,"A1_to_ZN__A2=0,B=1",1,3,6,2.46,3.57,1.849635455739164,21.088183989324484,11.126568354158545,0.10234907684631264,typical,5,typical,93
66,OAI21,OAI21_4,4,"A1_to_ZN__A2=0,B=1",1,3,24,9.840000000000002,12.580000000000004,1.837966994268832,61.737226653590014,4.231534456270269,0.18968561046831195,typical,5,typical,94
37,XOR2,XOR2_1,1,A1_to_Z__A2=0,0,2,10,3.1799999999999997,4.779999999999999,1.8056517707217343,16.826428481871233,7.063101914436919,0.20516049484115106,typical,5,typical,95
47,XOR2,XOR2_4,4,A1_to_Z__A2=0,0,2,18,6.46,8.935,1.7368491396393926,-2.4231957271405378,10.347228350676176,0.09936258709023178,typical,5,typical,96
