candidate_id,cell_family,cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,seed,heldout_corner,query_order
22,NAND2,NAND2_4,4,A1_to_ZN__A2=1,1,2,16,6.5600000000000005,9.04,1.8029006534679468,70.5208890263547,6.2966543550018415,0.16698093530661298,ss,5,ss,72
86,NAND3,NAND3_1,1,"A1_to_ZN__A2=1,A3=1",1,3,6,2.46,2.955,1.8064708993099046,65.26936680291897,6.813368174480909,0.19168989751465978,ss,5,ss,73
95,NAND3,NAND3_4,4,"A1_to_ZN__A2=1,A3=1",1,3,24,9.840000000000002,11.82,1.7600740353011504,61.973839641187766,1.6240189454862217,0.10583365920513774,ss,5,ss,74
25,NOR2,NOR2_1,1,A1_to_ZN__A2=0,1,2,4,1.13,2.44,1.7292352206940889,80.49647690647772,7.548829031613427,0.04921784408704303,ss,5,ss,75
32,NOR2,NOR2_4,4,A1_to_ZN__A2=0,1,2,16,4.52,9.76,1.948060547533637,-1.6470549297189265,4.901401343036445,0.019144765422486984,ss,5,ss,76
61,OAI21,OAI21_1,1,"A1_to_ZN__A2=0,B=1",1,3,6,2.46,3.57,1.9045506311542633,38.800282886377104,4.639903611667299,0.19289447138761287,ss,5,ss,77
67,OAI21,OAI21_4,4,"A1_to_ZN__A2=0,B=1",1,3,24,9.840000000000002,12.580000000000004,1.728022016814684,65.92554989841739,8.663201376577897,0.05605787947819716,ss,5,ss,78
36,XOR2,XOR2_1,1,A1_to_Z__A2=0,0,2,10,3.1799999999999997,4.779999999999999,1.7975547329809145,15.89854752556542,6.491374655020429,0.15390294728938972,ss,5,ss,79
47,XOR2,XOR2_4,4,A1_to_Z__A2=0,0,2,18,6.46,8.935,1.7128609050599892,94.07462700193605,6.9026145626883375,0.14536240737319114,ss,5,ss,80
51,AOI21,AOI21_1,1,"A1_to_ZN__A2=1,B=0",1,3,6,2.15,3.6450000000000005,1.8813282449746334,87.14367743137618,10.415439074559435,0.09259910907583473,ss,5,ss,81
55,AOI21,AOI21_4,4,"A1_to_ZN__A2=1,B=0",1,3,24,8.6,14.399999999999997,1.8619635666786403,23.06213743357091,7.4006667153554675,0.06497207044073507,ss,5,ss,82
0,INV,INV_1,1,I_to_ZN,1,1,2,0.82,1.22,1.8339330161752776,37.14917276140329,7.864787057487168,0.12429336655164454,ss,5,ss,83
8,INV,INV_4,4,I_to_ZN,1,1,8,3.28,4.88,1.7145116623146446,12.953446042424169,9.03388505048181,0.08938278546664578,ss,5,ss,84
75,MUX2,MUX2_1,1,"I0_to_Z__I1=0,S=0",0,3,12,2.6199999999999997,4.295000000000001,1.8086450664291793,5.092718602374397,10.214404512300169,0.13616173953864,ss,5,ss,85
82,MUX2,MUX2_4,4,"I0_to_Z__I1=0,S=0",0,3,18,7.380000000000001,10.98,1.8392219069933615,74.66942566599772,6.823752975162378,0.034764309516353474,ss,5,ss,86
14,NAND2,NAND2_1,1,A1_to_ZN__A2=1,1,2,4,1.64,2.26,1.6993800121250846,94.77576141468583,2.23804191833028,0.01100108072692586,ss,5,ss,87
21,NAND2,NAND2_4,4,A1_to_ZN__A2=1,1,2,16,6.5600000000000005,9.04,1.7661433190510998,9.26240601938079,8.494931779771973,0.11585648581194945,ss,5,ss,88
87,NAND3,NAND3_1,1,"A1_to_ZN__A2=1,A3=1",1,3,6,2.46,2.955,1.733580579347439,75.54407216047522,4.12645141835718,0.17008787239125087,ss,5,ss,89
92,NAND3,NAND3_4,4,"A1_to_ZN__A2=1,A3=1",1,3,24,9.840000000000002,11.82,1.828972501423228,17.977947365215137,8.77008018153783,0.0951407096407483,ss,5,ss,90
26,NOR2,NOR2_1,1,A1_to_ZN__A2=0,1,2,4,1.13,2.44,1.7741208847492314,0.5582831288043337,9.377099155415065,0.10600794114955883,ss,5,ss,91
35,NOR2,NOR2_4,4,A1_to_ZN__A2=0,1,2,16,4.52,9.76,1.735362536822644,32.15360540095595,11.21025986547141,0.08512639952866467,ss,5,ss,92
60,OAI21,OAI21_1,1,"A1_to_ZN__A2=0,B=1",1,3,6,2.46,3.57,1.6735821006640696,-9.235924349381513,7.773519380633304,0.13303284916045024,ss,5,ss,93
66,OAI21,OAI21_4,4,"A1_to_ZN__A2=0,B=1",1,3,24,9.840000000000002,12.580000000000004,1.7729649602778954,-22.236050563538246,6.3562780655225835,0.1533377387501131,ss,5,ss,94
39,XOR2,XOR2_1,1,A1_to_Z__A2=0,0,2,10,3.1799999999999997,4.779999999999999,1.927344133547809,104.18843790706964,8.535544455939892,0.0662099671452617,ss,5,ss,95
46,XOR2,XOR2_4,4,A1_to_Z__A2=0,0,2,18,6.46,8.935,1.7799719640740759,7.327368830798363,9.701422142577279,0.08242368005982059,ss,5,ss,96
