support_budget,prequential_delay_nmae,prediction_change_nmae,coverage_radius_ratio,eligible,two_consecutive_eligible
0,,,1.0,False,False
16,0.7862448020259302,0.36861582139704996,0.9277826186201152,False,False
32,0.8096602789545971,0.3455516969460273,0.6364041528111257,False,False
48,0.414357378473377,0.08807136537029299,0.5360421208008648,False,False
64,0.3881903899091168,0.04678579230735883,0.41288956704783875,False,False
80,0.42842909483158886,0.04148748720643839,0.32896523159772895,False,False
96,0.3075721438094095,0.02577676634095349,0.0,False,False
