target,strategy,seed,labeled_rows,test_rows,r2,mae,rmse,mape_pct
delay_avg_ns,hybrid_random_then_uncertainty,2,80,64,0.7493184581043247,0.07939185432692109,0.12730905904346984,26.645884944092725
delay_avg_ns,hybrid_random_then_uncertainty,2,100,64,0.8115972146196968,0.07508524589182373,0.11036764840632472,25.17623262218415
delay_avg_ns,hybrid_random_then_uncertainty,2,120,64,0.8384532002267923,0.0678728131802791,0.10219915597426497,22.94334210091926
delay_avg_ns,hybrid_random_then_uncertainty,2,140,64,0.8410548474378423,0.06547463177197782,0.10137287728912348,21.884613514569555
delay_avg_ns,hybrid_random_then_uncertainty,2,160,64,0.8428289648055938,0.06541866082148025,0.10080553674461384,21.7300081562502
delay_avg_ns,hybrid_random_then_uncertainty,2,180,64,0.8283478642623006,0.06628678190599543,0.10534713649403002,22.911091226441172
delay_avg_ns,hybrid_random_then_uncertainty,2,200,64,0.8536823537109489,0.06160292353985303,0.09726273614333615,20.908570477432615
power_avg_uW,random,2,20,64,0.6617647730717673,1.4313037755019224,1.97290714257436,24.81269198033827
power_avg_uW,random,2,40,64,0.7713091270887289,1.1558641997109578,1.6222644180148513,17.623375738955502
power_avg_uW,random,2,60,64,0.7687812441278459,1.1850244072055185,1.6312057985903272,18.55514514279729
power_avg_uW,random,2,80,64,0.7610800534940186,1.2226798920355906,1.6581485329128647,18.820458753152728
power_avg_uW,random,2,100,64,0.7868640066883076,1.171149494310347,1.5661221259153442,18.63489068453465
power_avg_uW,random,2,120,64,0.8000374711309073,1.0989711718406907,1.5169509449796355,16.82373121166107
power_avg_uW,random,2,140,64,0.8388877983767167,0.9760819686426294,1.3616373095083165,15.347171985887185
power_avg_uW,random,2,160,64,0.8676557203990747,0.8861259124379397,1.2340984695031105,14.956746928032299
power_avg_uW,random,2,180,64,0.8731103126538238,0.8682948009924718,1.2083990918827054,15.007607392840159
power_avg_uW,random,2,200,64,0.9077493295410951,0.7583722774443371,1.0303433968540148,13.448760144127444
power_avg_uW,uncertainty,2,20,64,0.6617647730717673,1.4313037755019224,1.9729071425743598,24.81269198033827
power_avg_uW,uncertainty,2,40,64,0.6892473014682566,1.3386003603334264,1.8910572674894321,19.70424512516477
power_avg_uW,uncertainty,2,60,64,0.7170394632769421,1.2214955726606935,1.8045136097093688,18.494018042363695
power_avg_uW,uncertainty,2,80,64,0.7550392053411938,1.15303536531514,1.6789799800341358,17.6158215794189
power_avg_uW,uncertainty,2,100,64,0.8207481277561164,0.9992818652674436,1.4362468090586753,15.919528266245214
power_avg_uW,uncertainty,2,120,64,0.8838925715814507,0.8640147734263395,1.1559185405396526,14.736101492846618
power_avg_uW,uncertainty,2,140,64,0.9045584226343606,0.8434521264623633,1.048011457730641,14.67423009862773
power_avg_uW,uncertainty,2,160,64,0.9024043079916774,0.841280048465797,1.0597722673335175,14.808816316771923
power_avg_uW,uncertainty,2,180,64,0.924653195089037,0.7188021306654435,0.9311714393701082,13.652335652550398
power_avg_uW,uncertainty,2,200,64,0.9228458869179295,0.7323408382827621,0.9422730460556324,13.628321987975184
power_avg_uW,hybrid_random_then_uncertainty,2,20,64,0.6617647730717672,1.4313037755019227,1.9729071425743603,24.81269198033827
power_avg_uW,hybrid_random_then_uncertainty,2,40,64,0.771309127088729,1.1558641997109578,1.6222644180148507,17.6233757389555
power_avg_uW,hybrid_random_then_uncertainty,2,60,64,0.7687812441278459,1.1850244072055185,1.6312057985903272,18.55514514279729
power_avg_uW,hybrid_random_then_uncertainty,2,80,64,0.7610800534940185,1.2226798920355906,1.658148532912865,18.820458753152725
power_avg_uW,hybrid_random_then_uncertainty,2,100,64,0.7977326234744796,1.0693147936502254,1.5256683868071819,16.793769837372214
power_avg_uW,hybrid_random_then_uncertainty,2,120,64,0.8067320308880671,1.0206161577984454,1.4913417226502919,16.33936998081448
power_avg_uW,hybrid_random_then_uncertainty,2,140,64,0.8529765845285752,0.9675378033786047,1.3007399538654172,16.209225142352672
power_avg_uW,hybrid_random_then_uncertainty,2,160,64,0.8665591411196896,0.8986683127628077,1.2392006737679484,15.011616378776486
power_avg_uW,hybrid_random_then_uncertainty,2,180,64,0.8699814711314909,0.9028657354566075,1.2232066979027938,15.300349050591445
power_avg_uW,hybrid_random_then_uncertainty,2,200,64,0.9151432457941678,0.7404456852795624,0.9881899540067947,14.402793297322763
delay_avg_ns,random,3,20,64,0.3618306544298542,0.10522996084449406,0.14913932148747802,45.131644363366405
delay_avg_ns,random,3,40,64,0.5377751708854566,0.08875769814002046,0.12692606866888048,36.330753049207146
delay_avg_ns,random,3,60,64,0.6136827128666037,0.0789605604308062,0.11603693924523914,32.568535182841785
delay_avg_ns,random,3,80,64,0.3378659755158301,0.09905549836992858,0.15191377152152902,37.51646955743593
delay_avg_ns,random,3,100,64,0.5563049165845293,0.08325163891956536,0.12435593052387177,33.3869309646124
