seed,heldout_corner,strategy,spice_queries,successful_support_rows,failed_queries,cumulative_spice_wall_time_s,support_balance_range,support_inv,support_nand2,support_nor2,support_xor2,delay_r2,delay_mae,delay_rmse,power_r2,power_mae,power_rmse,delay_r2_inv,delay_r2_nand2,delay_r2_nor2,delay_r2_xor2,worst_cell_delay_r2,spearman,kendall_tau,top20_precision,top20_recall,ndcg_top20
2,typical,cell_balanced_random,0,0,0,0.0,0,0,0,0,0,0.8025515904740103,0.05971775887213544,0.07841171869071102,0.9515610069717626,0.521096054635416,0.6850947140049457,0.511705296641455,0.7683662627040632,0.8226578365192405,0.8078187542401557,0.511705296641455,0.9747978436657682,0.8702830188679246,0.8125,0.8125,0.9853563176170606
2,typical,cell_balanced_random,4,4,0,2.3991982500301674,0,1,1,1,1,0.8335482400555997,0.04354055942530071,0.0719943390526795,0.9519194263630912,0.520339842949219,0.6825553636161531,0.6948429042807319,0.8764346266726504,0.8590168793955407,0.7695974817430657,0.6948429042807319,0.9683874370092581,0.8605345911949686,0.78125,0.78125,0.9822058039103234
2,typical,cell_balanced_random,8,8,0,4.7623859580780845,0,2,2,2,2,0.7236102972976517,0.057742312183622656,0.0927716076599975,0.9492913636643149,0.5334046908268231,0.7009612806857829,0.7387669352213528,0.7998512665863335,0.7326841531348904,0.5806379106683925,0.5806379106683925,0.9563547404195476,0.8352201257861636,0.75,0.75,0.980291166378241
2,typical,cell_balanced_random,12,12,0,7.131887249124702,0,3,3,3,3,0.7175443421791302,0.05681934496221784,0.09378411672353576,0.9502597630540803,0.5330798914322917,0.6942357728392555,0.7360496636742264,0.792510554442068,0.7360666069039602,0.5632570394177264,0.5632570394177264,0.9563898980428923,0.8328616352201258,0.75,0.75,0.9800040485119416
2,typical,cell_balanced_random,16,16,0,9.503282874124125,0,4,4,4,4,0.7163437173266871,0.055655546393511245,0.0939832278690263,0.9491315173710454,0.5325306060460067,0.702065213961587,0.7644765986379056,0.7862671155231568,0.7282165587505578,0.5621881630552279,0.5621881630552279,0.9640776983475916,0.8509433962264151,0.78125,0.78125,0.9827363899551608
2,typical,cell_balanced_random,20,20,0,11.85540616614162,0,5,5,5,5,0.8093349078947908,0.04825255312076816,0.07705303455427857,0.9475400939994839,0.5381376353103298,0.7129627132062984,0.7756789550136568,0.8939806965166066,0.8494661873125116,0.6764740678522887,0.6764740678522887,0.9710769951951247,0.863993710691824,0.8125,0.8125,0.9862249397212305
2,typical,cell_balanced_random,24,24,0,14.224999290134292,0,6,6,6,6,0.7877319454768302,0.05202866711499556,0.08130110962811093,0.9475713313287802,0.542438297267795,0.712750414242512,0.7748198319941827,0.8874710063379292,0.8299125735894533,0.6331398792242808,0.6331398792242808,0.9664420485175202,0.8531446540880503,0.8125,0.8125,0.9866207154158178
2,typical,cell_balanced_random,28,28,0,16.61028312414419,0,7,7,7,7,0.7732724655175788,0.0512986880191096,0.0840245675516788,0.9531997176999014,0.5156305853754335,0.6734064935286104,0.746004651907834,0.863197089463613,0.7934434157598806,0.6424966875484527,0.6424966875484527,0.9560588304230633,0.8286163522012578,0.78125,0.78125,0.9835839644018496
2,typical,cell_balanced_random,32,32,0,19.027946333168074,0,8,8,8,8,0.7778008985046155,0.05019157666551647,0.08318122320537374,0.9520260510421517,0.5178846248242188,0.6817981176638032,0.7475164664275791,0.8785732623229422,0.7990270020460055,0.64359945392171,0.64359945392171,0.9612035626391657,0.8432389937106918,0.78125,0.78125,0.9836665218824483
2,typical,cell_balanced_random,36,36,0,21.46638399915537,0,9,9,9,9,0.8021556087329924,0.0454125902629123,0.0784903064521722,0.9520942662428454,0.5095873912630209,0.6813132134476362,0.8017019868231857,0.878906933188933,0.8233047601291157,0.6792247308806181,0.6792247308806181,0.9698757763975154,0.8561320754716981,0.8125,0.8125,0.9877905279431969
2,typical,cell_balanced_random,40,40,0,23.883242374140536,0,10,10,10,10,0.8413424022923653,0.042957385968923616,0.07028855099311118,0.9492822856701857,0.5246336102126731,0.7010240218486451,0.8059467499013468,0.89360438289305,0.8452655067645418,0.7685050114435414,0.7685050114435414,0.9715750615258409,0.8599056603773585,0.8125,0.8125,0.9877695187225439
2,typical,cell_balanced_random,44,44,0,26.327179500134662,0,11,11,11,11,0.8826106261140254,0.04122714939891494,0.0604600561820808,0.9474835573346372,0.5243958977365446,0.7133467939513709,0.7172750611688061,0.9117242529135785,0.8543825733793231,0.8994384479854235,0.7172750611688061,0.9814074768545648,0.8858490566037736,0.875,0.875,0.9916426588369421
2,typical,cell_balanced_random,48,48,0,28.745723667147104,0,12,12,12,12,0.876607461446306,0.042858255921875,0.06198671234285315,0.9475081580207306,0.5210654328428819,0.7131796950840721,0.7303657382655055,0.921644733312752,0.8496358004588958,0.8779669965723711,0.7303657382655055,0.9823625922887612,0.8858490566037736,0.90625,0.90625,0.9940188533580677
