protocol,selected_protocol,target,model,seed,train_hf_rows,train_lf_rows,test_hf_rows,include_source,hf_weight,r2,mae,rmse,mape_pct
source_indicator_weighted,,power_uW,GradientBoosting,0,56,155,24,True,1.5,-0.74262842829997,2.8920491437757097,3.3599772210234167,116.81501313778455
source_indicator_weighted,,power_uW,GradientBoosting,0,56,155,24,True,3.0,-0.7499237365266722,2.9587485114538,3.367002949630305,119.84166078886152
two_stage_lf_plus_hf_residual,,power_uW,GradientBoosting,0,56,155,24,False,,-0.7620112973757096,2.889020871955402,3.3786116878459707,116.96228520022369
source_aware_validation_gate,weighted_merge_no_source_3.0,power_uW,GradientBoosting,0,56,155,24,False,3.0,-0.7777183851583156,2.97241657284138,3.3936372465280553,120.02340313694877
hf_only,,power_uW,RandomForest,0,56,0,24,False,,-0.3815132089255422,2.646753631543675,2.9916546398867045,115.26349134993947
lf_only,,power_uW,RandomForest,0,0,155,24,False,,-2.2203917619654923,3.703594553046024,4.567602366594575,54.89207379596917
naive_merge_equal_weight,,power_uW,RandomForest,0,56,155,24,False,,-0.4625891721647526,2.7202842946549026,3.0781878013316506,116.50006468264888
weighted_merge_no_source,,power_uW,RandomForest,0,56,155,24,False,1.0,-0.4625891721647526,2.7202842946549026,3.0781878013316506,116.50006468264887
weighted_merge_no_source,,power_uW,RandomForest,0,56,155,24,False,1.5,-0.4480392556164745,2.707223216234741,3.0628385423581497,116.08555531723752
weighted_merge_no_source,,power_uW,RandomForest,0,56,155,24,False,2.0,-0.45118874356145056,2.7119496777557632,3.0661675728060414,116.44642938562075
weighted_merge_no_source,,power_uW,RandomForest,0,56,155,24,False,3.0,-0.4713718605684909,2.732655930785144,3.087416059347625,117.52439058188993
weighted_merge_no_source,,power_uW,RandomForest,0,56,155,24,False,5.0,-0.4661986033131027,2.7258199469197435,3.0819836931849633,117.06960227463226
weighted_merge_no_source,,power_uW,RandomForest,0,56,155,24,False,10.0,-0.47322200977219375,2.7355984719156043,3.089356556504072,116.51885737717195
source_indicator_equal_weight,,power_uW,RandomForest,0,56,155,24,True,,-0.47113133082856695,2.722855617946989,3.087163694274734,117.10973397839854
source_indicator_weighted,,power_uW,RandomForest,0,56,155,24,True,1.5,-0.45847616736326624,2.71359401028376,3.073856607436144,116.56807884426657
source_indicator_weighted,,power_uW,RandomForest,0,56,155,24,True,3.0,-0.4814264260776735,2.744082929441054,3.0979469713886916,118.08428599023803
two_stage_lf_plus_hf_residual,,power_uW,RandomForest,0,56,155,24,False,,-0.5736795183875047,2.8649124674558677,3.1929497373308635,117.22868954259262
source_aware_validation_gate,source_indicator_equal_weight,power_uW,RandomForest,0,56,155,24,True,,-0.47113133082856673,2.722855617946989,3.087163694274734,117.10973397839854
hf_only,,delay_ns,GradientBoosting,1,56,0,24,False,,-0.044236452129806425,0.07195919149944174,0.10252047850638629,39.77703831133946
lf_only,,delay_ns,GradientBoosting,1,0,155,24,False,,-451.93181572559547,1.6173718197671707,2.135146180975941,875.9814821017591
naive_merge_equal_weight,,delay_ns,GradientBoosting,1,56,155,24,False,,-3.319642093946632,0.15559570305599288,0.20851393400460932,94.90447486317821
weighted_merge_no_source,,delay_ns,GradientBoosting,1,56,155,24,False,1.0,-3.319642093946632,0.15559570305599288,0.20851393400460932,94.90447486317821
weighted_merge_no_source,,delay_ns,GradientBoosting,1,56,155,24,False,1.5,-10.346610758243475,0.21982461017407603,0.33794364051010795,125.84202498045632
weighted_merge_no_source,,delay_ns,GradientBoosting,1,56,155,24,False,2.0,-9.25604632083551,0.22031580694195788,0.3212929429984391,110.06832527703614
weighted_merge_no_source,,delay_ns,GradientBoosting,1,56,155,24,False,3.0,-14.781529958372037,0.23794762599696473,0.39855269656549763,109.41483022941536
weighted_merge_no_source,,delay_ns,GradientBoosting,1,56,155,24,False,5.0,-11.556422449018557,0.1879205702034239,0.3555037278718348,82.63086351069725
weighted_merge_no_source,,delay_ns,GradientBoosting,1,56,155,24,False,10.0,-10.36376524758408,0.2063936065820995,0.33819900579931217,94.46160307012448
source_indicator_equal_weight,,delay_ns,GradientBoosting,1,56,155,24,True,,-3.205997784085465,0.15379633124937148,0.2057527836772295,93.52562349149136
source_indicator_weighted,,delay_ns,GradientBoosting,1,56,155,24,True,1.5,-10.356969904481966,0.23098017679222727,0.3380978719804587,127.18169555645613
source_indicator_weighted,,delay_ns,GradientBoosting,1,56,155,24,True,3.0,-13.653269535713696,0.23083198394879678,0.38404177556142993,107.60510851104101
two_stage_lf_plus_hf_residual,,delay_ns,GradientBoosting,1,56,155,24,False,,-9.503435535779214,0.19805335962893422,0.32514485555455547,113.48612339584474
source_aware_validation_gate,hf_only,delay_ns,GradientBoosting,1,56,0,24,False,,-0.044236452129806425,0.07195919149944174,0.10252047850638629,39.77703831133946
hf_only,,delay_ns,RandomForest,1,56,0,24,False,,0.047611932113072575,0.07272257091322086,0.09790799852856606,39.55940121608901
lf_only,,delay_ns,RandomForest,1,0,155,24,False,,-608.0317389956948,1.8045605826643076,2.47588895716869,940.5728588799176
naive_merge_equal_weight,,delay_ns,RandomForest,1,56,155,24,False,,-0.6896389097291649,0.08933073780794824,0.13040917602096927,47.72151817797858
weighted_merge_no_source,,delay_ns,RandomForest,1,56,155,24,False,1.0,-0.6896389097291649,0.08933073780794824,0.13040917602096927,47.72151817797858
weighted_merge_no_source,,delay_ns,RandomForest,1,56,155,24,False,1.5,-0.36312371840170377,0.08199560755833765,0.1171328841829215,44.039044744334
weighted_merge_no_source,,delay_ns,RandomForest,1,56,155,24,False,2.0,-0.34839440191530313,0.08150967163509946,0.11649832206466171,43.173890482723294
weighted_merge_no_source,,delay_ns,RandomForest,1,56,155,24,False,3.0,0.034745740240737955,0.07374027881613422,0.0985671190992886,40.707337505979496
weighted_merge_no_source,,delay_ns,RandomForest,1,56,155,24,False,5.0,0.024229092164952615,0.07424483227874171,0.0991026191958707,40.79020303632463
weighted_merge_no_source,,delay_ns,RandomForest,1,56,155,24,False,10.0,-0.0012817233187749633,0.07491413239519334,0.10038974343027639,41.42253749345426
