support_budget,prequential_delay_nmae,prediction_change_nmae,coverage_radius_ratio,eligible,two_consecutive_eligible
0,,,1.0,False,False
16,0.44433641376676647,0.17990023026758292,0.741725965867771,False,False
32,0.33489984436396564,0.0639298229314625,0.6885453510692777,False,False
48,0.272462141084628,0.057759622027346406,0.6013936522179282,False,False
64,0.22422572296794194,0.03131077514652771,0.4510106387552696,True,False
80,0.13388757455496036,0.012318385450486843,0.41714752392445753,True,True
