sample_id,pdk,process_node_nm,cell_family,cell_variant,source_cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,model_corner,tphl_ns,tplh_ns,delay_avg_ns,power_avg_uW,spice_wall_time_s,status,fidelity,statistical_mode,mc_mm_switch,mc_pr_switch,released_spice_path,netlist_path,log_path,ngspice_returncode,candidate_id,seed,heldout_corner,query_order,batch_index
15210001,SKY130,130,AOI21,AOI21_1,A21OI_1,1,"A1_to_Y__A2=1,B1=0",1,3,6,1.9500000000000002,3.0,1.817658866325756,-31.69458246622353,11.932655703139591,0.026248982096610925,ff,ff,-0.307019,2.27881,0.9858954999999999,0.782126,1.85066720796749,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/a21oi/sky130_fd_sc_hd__a21oi_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/netlists/15210001_aoi21_1_ff.cir,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/logs/15210001_aoi21_1_ff.log,0,49,2,ff,1,1
15210002,SKY130,130,AOI21,AOI21_4,A21OI_4,4,"A1_to_Y__A2=1,B1=0",1,3,24,7.800000000000002,12.0,1.6355475706514904,-32.84452108395655,6.043930272586339,0.19240596262026388,ff,ff,0.569463,2.2945100000000003,1.4319865,3.38594,5.702072708983906,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/a21oi/sky130_fd_sc_hd__a21oi_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/netlists/15210002_aoi21_4_ff.cir,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/logs/15210002_aoi21_4_ff.log,0,58,2,ff,2,1
15210003,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.751974621555369,-20.25026514721908,10.426460729771604,0.014352092446642897,ff,ff,-0.454905,1.53987,0.5424825,0.515463,0.8627479579881765,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/inv/sky130_fd_sc_hd__inv_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/netlists/15210003_inv_1_ff.cir,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/logs/15210003_inv_1_ff.log,0,0,2,ff,3,1
15210004,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.9353466938985875,120.55435645527746,4.484317497723898,0.19895246557896198,ff,ff,0.23782100000000003,0.919026,0.5784235,7.74609,2.2004047090304084,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/inv/sky130_fd_sc_hd__inv_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/netlists/15210004_inv_4_ff.cir,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/logs/15210004_inv_4_ff.log,0,6,2,ff,4,1
15210005,SKY130,130,MUX2,MUX2_1,MUX2_1,1,"A0_to_X__A1=0,S=0",0,3,12,2.75,3.1,1.9717218931489544,3.659373836949733,9.531032102000266,0.018897330713851843,ff,ff,1.28621,-0.43082099999999995,0.42769450000000003,1.0553,3.2044282919960096,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/mux2/sky130_fd_sc_hd__mux2_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/netlists/15210005_mux2_1_ff.cir,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/logs/15210005_mux2_1_ff.log,0,74,2,ff,5,1
15210006,SKY130,130,MUX2,MUX2_4,MUX2_4,4,"A0_to_X__A1=0,S=0",0,3,18,5.8500000000000005,9.0,1.8594736597352346,-39.91763300082769,0.08492935862006121,0.03750963864716217,ff,ff,0.17749199999999998,0.12141799999999998,0.14945499999999998,1.13407,4.48997325001983,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/mux2/sky130_fd_sc_hd__mux2_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/netlists/15210006_mux2_4_ff.cir,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/logs/15210006_mux2_4_ff.log,0,78,2,ff,6,1
15210007,SKY130,130,NAND2,NAND2_1,NAND2_1,1,A_to_Y__B=1,1,2,4,1.3,2.0,1.7795030087404649,111.45228183773094,11.899677379735785,0.009832732372709804,ff,ff,-0.29964100000000005,0.977254,0.33880649999999995,1.69036,1.3298724580090493,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand2/sky130_fd_sc_hd__nand2_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/netlists/15210007_nand2_1_ff.cir,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/logs/15210007_nand2_1_ff.log,0,16,2,ff,7,1
15210008,SKY130,130,NAND2,NAND2_4,NAND2_4,4,A_to_Y__B=1,1,2,16,5.2,8.0,1.9450662634960865,101.84270050329587,0.4080497626456524,0.17605639530137,ff,ff,0.224335,0.283722,0.2540285,4.36459,3.96309679094702,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand2/sky130_fd_sc_hd__nand2_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/netlists/15210008_nand2_4_ff.cir,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/logs/15210008_nand2_4_ff.log,0,22,2,ff,8,1
15210009,SKY130,130,NAND3,NAND3_1,NAND3_1,1,"A_to_Y__B=1,C=1",1,3,6,1.9500000000000002,3.0,1.960013841870768,-21.64610703514927,10.04734880976389,0.013093327157559502,ff,ff,-0.464942,1.28018,0.40761899999999995,1.13281,1.945074499992188,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand3/sky130_fd_sc_hd__nand3_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/netlists/15210009_nand3_1_ff.cir,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/logs/15210009_nand3_1_ff.log,0,89,2,ff,9,1
15210010,SKY130,130,NAND3,NAND3_4,NAND3_4,4,"A_to_Y__B=1,C=1",1,3,24,7.800000000000002,12.0,1.7158021752214814,99.68946551921238,7.647048114120897,0.1990168189784245,ff,ff,0.681464,1.39695,1.039207,5.35441,5.726906792027876,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand3/sky130_fd_sc_hd__nand3_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/netlists/15210010_nand3_4_ff.cir,results/sky130_cross_pdk_replication/online/runs/seed_2/corner_ff/logs/15210010_nand3_4_ff.log,0,91,2,ff,10,1
