target,feature_set,runs,median_r2,q25_r2,q75_r2,min_r2,median_mae,median_rmse,median_mape_pct
delay_avg_ns,full,20,0.8807097391838321,0.8587605588854905,0.9000329022743059,0.7895367068204089,0.04750499704122883,0.07834886675132258,14.390718855096134
delay_avg_ns,no_cell_or_arc,20,0.8040861897585061,0.7665284165433603,0.8361427104763919,0.6293684709083942,0.06887278812482253,0.09734122659980216,24.182594711676487
delay_avg_ns,no_corner,20,0.7549602141597656,0.706609734029391,0.7949168892898512,0.590789730939239,0.07419331410018518,0.10628998727808832,25.94721790293368
delay_avg_ns,no_load_slew,20,0.41842884395458413,0.27923209535274707,0.49673122503232725,-0.29059526595017093,0.11650940287049699,0.17794189070396593,41.79359619204321
delay_avg_ns,sizing_pvt_only,20,0.20739547800486036,0.0030683946085152403,0.32990338033019395,-0.6182723324728951,0.13197947256137793,0.20527800855826855,50.67621241518121
power_avg_uW,full,20,0.9718261459088349,0.9642772419662211,0.9763297578443166,0.9592694115737136,0.39298938653038606,0.524780191931036,7.2068200610496405
power_avg_uW,no_cell_or_arc,20,0.8306224966448292,0.8069304452785216,0.8514058113696823,0.7696983079637003,0.9810227331965529,1.2894251231522613,18.692722749494067
power_avg_uW,no_corner,20,0.9718393174458517,0.9651164391003727,0.9769561687060633,0.9582409496569803,0.39355384570201785,0.5189977562892807,7.301969879735436
power_avg_uW,no_load_slew,20,0.1379038110601321,0.0760358960860324,0.19039982562571006,-0.05559419698615908,2.4413842773575447,2.9545144916060293,62.4198768172073
power_avg_uW,sizing_pvt_only,20,0.01571197175024669,-0.12126308125676377,0.09931581048500834,-0.47049142240300146,2.5459999999773073,3.088200266023483,63.38700661858394
