experiment,training_protocol,seed,target,heldout_cell,fewshot_k,model,train_rows,test_rows,r2,mae,rmse,mape_pct
leave_one_cell_transfer,target_support_only,2,power_avg_uW,NOR2,20,GradientBoosting,20,60,0.5989900965391353,1.412568818984698,1.8450816794403453,27.07262906670223
leave_one_cell_transfer,source_plus_target_support,2,delay_avg_ns,NOR2,40,GradientBoosting,280,40,0.9079971242786827,0.035670170786021485,0.0524665326521721,13.608146706935608
leave_one_cell_transfer,target_support_only,2,delay_avg_ns,NOR2,40,GradientBoosting,40,40,0.19252506702880812,0.09300907478138527,0.15543405868238244,35.80450533864316
leave_one_cell_transfer,source_plus_target_support,2,power_avg_uW,NOR2,40,GradientBoosting,280,40,0.9863653764729612,0.2869187828409694,0.349417894543009,6.820051675801839
leave_one_cell_transfer,target_support_only,2,power_avg_uW,NOR2,40,GradientBoosting,40,40,0.9332564511964604,0.6025251245632766,0.7730867223471671,14.26641867243386
leave_one_cell_transfer,source_plus_target_support,2,delay_avg_ns,XOR2,0,GradientBoosting,240,80,0.6654072288720616,0.11417918674709612,0.1352822303171358,31.51392877900463
leave_one_cell_transfer,source_plus_target_support,2,power_avg_uW,XOR2,0,GradientBoosting,240,80,0.5484338307083605,2.020993953454483,2.386455643897962,26.3220317561366
leave_one_cell_transfer,source_plus_target_support,2,delay_avg_ns,XOR2,20,GradientBoosting,260,60,0.8565103329784065,0.06207344433658157,0.09789646164621774,13.56842608578473
leave_one_cell_transfer,target_support_only,2,delay_avg_ns,XOR2,20,GradientBoosting,20,60,0.11421746671217681,0.14387662931318934,0.24323173473983328,30.324149118043113
leave_one_cell_transfer,source_plus_target_support,2,power_avg_uW,XOR2,20,GradientBoosting,260,60,0.8857604856834655,0.8787848834604229,1.1009663102098999,13.081732867647306
leave_one_cell_transfer,target_support_only,2,power_avg_uW,XOR2,20,GradientBoosting,20,60,0.7065279045498937,1.3705772691241485,1.7646121377314126,22.46007391326813
leave_one_cell_transfer,source_plus_target_support,2,delay_avg_ns,XOR2,40,GradientBoosting,280,40,0.8942064442370745,0.05276631051720608,0.09037337674616477,12.039993764901643
leave_one_cell_transfer,target_support_only,2,delay_avg_ns,XOR2,40,GradientBoosting,40,40,0.6704542997369769,0.0933696566638275,0.15950295282814533,24.155266005145453
leave_one_cell_transfer,source_plus_target_support,2,power_avg_uW,XOR2,40,GradientBoosting,280,40,0.9409409942983209,0.6712623095065414,0.8065815400846565,9.479159453009563
leave_one_cell_transfer,target_support_only,2,power_avg_uW,XOR2,40,GradientBoosting,40,40,0.9107051484889744,0.7588710731969146,0.991787025190815,12.56286218870231
leave_one_cell_transfer,source_plus_target_support,3,delay_avg_ns,INV,0,GradientBoosting,240,80,0.20845862944588356,0.1257836295540727,0.1562103213394424,59.96028880612974
leave_one_cell_transfer,source_plus_target_support,3,power_avg_uW,INV,0,GradientBoosting,240,80,0.6406176129365414,1.383407803356846,1.5401722557245365,36.16387554783497
leave_one_cell_transfer,source_plus_target_support,3,delay_avg_ns,INV,20,GradientBoosting,260,60,0.6216910701718567,0.06609627428079051,0.11266487114799485,24.29628892857214
leave_one_cell_transfer,target_support_only,3,delay_avg_ns,INV,20,GradientBoosting,20,60,0.23033353253685662,0.10485818350784767,0.16070023463299507,46.40924976029874
leave_one_cell_transfer,source_plus_target_support,3,power_avg_uW,INV,20,GradientBoosting,260,60,0.9475861183591542,0.4855402603635849,0.5744434579999023,13.739642491490386
leave_one_cell_transfer,target_support_only,3,power_avg_uW,INV,20,GradientBoosting,20,60,0.885761288908549,0.6580055023444001,0.8480681892885757,22.96545809611858
leave_one_cell_transfer,source_plus_target_support,3,delay_avg_ns,INV,40,GradientBoosting,280,40,0.8049248441547943,0.05195504421644007,0.06607347831399943,24.534571240837717
leave_one_cell_transfer,target_support_only,3,delay_avg_ns,INV,40,GradientBoosting,40,40,0.48614875160537696,0.07218423163221042,0.10723705946680853,35.92858971396549
leave_one_cell_transfer,source_plus_target_support,3,power_avg_uW,INV,40,GradientBoosting,280,40,0.9681928270880782,0.38717707732030204,0.4722366281433013,12.067935975343929
leave_one_cell_transfer,target_support_only,3,power_avg_uW,INV,40,GradientBoosting,40,40,0.9490683296047966,0.44999993393956783,0.597573175686641,15.352930162378552
