candidate_id,pdk,process_node_nm,cell_family,cell_variant,source_cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,seed,heldout_corner,query_order
26,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.7501259778780287,107.18995848688178,11.553442365786292,0.029978297942334694,typical,5,typical,11
31,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.6329870519446643,21.2953109542672,0.3470412410931778,0.01767955201098283,typical,5,typical,12
65,SKY130,130,OAI21,OAI21_1,O21AI_1,1,"A1_to_Y__A2=0,B1=1",1,3,6,1.9500000000000002,2.7,1.6473362868683907,101.77103856433024,1.6090851692806003,0.16179212365574375,typical,5,typical,13
68,SKY130,130,OAI21,OAI21_4,O21AI_4,4,"A1_to_Y__A2=0,B1=1",1,3,24,7.800000000000002,12.0,1.6270912739397316,-21.601092620655898,7.898662506554029,0.17005720744038957,typical,5,typical,14
39,SKY130,130,XOR2,XOR2_1,XOR2_1,1,A_to_X__B=0,0,2,10,3.25,5.0,1.9290281413957813,-26.439834528571843,1.0774736041711914,0.19172670607140568,typical,5,typical,15
42,SKY130,130,XOR2,XOR2_4,XOR2_4,4,A_to_X__B=0,0,2,40,13.000000000000004,20.0,1.7152100491626923,-19.3431069362574,2.6428439639050767,0.20537495995229424,typical,5,typical,16
52,SKY130,130,AOI21,AOI21_1,A21OI_1,1,"A1_to_Y__A2=1,B1=0",1,3,6,1.9500000000000002,3.0,1.6343191637942784,38.12161062861311,4.004391510933862,0.17222473339856473,typical,5,typical,17
57,SKY130,130,AOI21,AOI21_4,A21OI_4,4,"A1_to_Y__A2=1,B1=0",1,3,24,7.800000000000002,12.0,1.9275583913156098,107.98687214511315,3.138794499593343,0.015368290157830984,typical,5,typical,18
1,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.7701935794998938,121.11305092824551,1.064940599074843,0.07052977543738255,typical,5,typical,19
9,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.742546936606945,50.593729172035424,10.95684733622459,0.014655182070905465,typical,5,typical,20
75,SKY130,130,MUX2,MUX2_1,MUX2_1,1,"A0_to_X__A1=0,S=0",0,3,12,2.75,3.1,1.7263652018936546,-22.603572338257017,10.046380048986686,0.1560255929291347,typical,5,typical,21
79,SKY130,130,MUX2,MUX2_4,MUX2_4,4,"A0_to_X__A1=0,S=0",0,3,18,5.8500000000000005,9.0,1.9611341560839306,112.69433270309048,2.1594483180748965,0.14371691929254546,typical,5,typical,22
13,SKY130,130,NAND2,NAND2_1,NAND2_1,1,A_to_Y__B=1,1,2,4,1.3,2.0,1.8830774119687386,110.24292984117605,3.4175160432521636,0.11132755578042065,typical,5,typical,23
19,SKY130,130,NAND2,NAND2_4,NAND2_4,4,A_to_Y__B=1,1,2,16,5.2,8.0,1.943883252925673,105.56612818414945,9.020356985296786,0.032235009057517645,typical,5,typical,24
84,SKY130,130,NAND3,NAND3_1,NAND3_1,1,"A_to_Y__B=1,C=1",1,3,6,1.9500000000000002,3.0,1.730459733006774,89.31929360555887,8.095222355567538,0.07333916758640682,typical,5,typical,25
91,SKY130,130,NAND3,NAND3_4,NAND3_4,4,"A_to_Y__B=1,C=1",1,3,24,7.800000000000002,12.0,1.9098600309811322,54.056388085346896,1.8353203276218484,0.1852736034354894,typical,5,typical,26
