seed,heldout_corner,strategy,spice_queries,successful_support_rows,failed_queries,cumulative_spice_wall_time_s,support_balance_range,support_inv,support_nand2,support_nor2,support_xor2,delay_r2,delay_mae,delay_rmse,power_r2,power_mae,power_rmse,delay_r2_inv,delay_r2_nand2,delay_r2_nor2,delay_r2_xor2,worst_cell_delay_r2,spearman,kendall_tau,top20_precision,top20_recall,ndcg_top20
1,typical,uncertainty,0,0,0,0.0,0,0,0,0,0,0.7687944348546087,0.06415454744379344,0.08485028296599328,0.9521258423942642,0.5150426089735239,0.6810886391254742,0.44355593155418804,0.7355553159012477,0.7756544180906343,0.7834951362146644,0.44355593155418804,0.9693161842259465,0.8597484276729559,0.8125,0.8125,0.9849278311185962
1,typical,uncertainty,4,4,0,1.9992070840089582,2,1,1,2,0,0.5135237264839546,0.10893930372070319,0.1230792907974989,0.9498936481457864,0.5340078702604166,0.6967860629884582,-0.24527605302963118,0.21581355615745912,0.49524215470889976,0.6963881306018225,-0.24527605302963118,0.9815246689323801,0.8819182389937107,0.90625,0.90625,0.9922377337906324
1,typical,uncertainty,8,8,0,4.95602166801109,0,2,2,2,2,0.7599481685335303,0.07235130385590278,0.0864582946765806,0.9534059362673922,0.5026179648177085,0.67192122218042,0.5366839705626836,0.6408903495990208,0.7347902804479507,0.8124717582818722,0.5366839705626836,0.9844808390952772,0.8930817610062893,0.9375,0.9375,0.9942187290671839
1,typical,uncertainty,12,12,0,7.907241002016235,2,3,2,3,4,0.741773504367465,0.07611313655870229,0.08967152466563032,0.9513033122848988,0.5139062335677083,0.6869146433094903,0.4850602277070847,0.583902562962598,0.7070470814416123,0.8231477756523266,0.4850602277070847,0.9840384390015233,0.8949685534591194,0.9375,0.9375,0.9942609962242556
1,typical,uncertainty,16,16,0,10.21918204301619,2,4,3,5,4,0.721067443738199,0.08000389177480471,0.09319739143018745,0.9503984717763189,0.5231536498741323,0.6932671024899076,0.4675407680272282,0.556537102889298,0.7454397946048545,0.741855854728725,0.4675407680272282,0.984457400679714,0.8976415094339623,0.9375,0.9375,0.9941646606162703
1,typical,uncertainty,20,20,0,12.776946627011057,3,4,5,7,4,0.7094259848197665,0.081942974063799,0.09512234333313503,0.9508068712203347,0.5172331786805552,0.6904071592980695,0.4738280115528428,0.565106046623448,0.7148224886404698,0.7301715621302785,0.4738280115528428,0.9854681823508732,0.9025157232704403,0.9375,0.9375,0.9933771442264325
1,typical,uncertainty,24,24,0,15.14083979302086,5,5,6,9,4,0.7174001358957076,0.07958214729487847,0.09380805416787019,0.9524111633554682,0.5079191567317709,0.679056026106228,0.5120198731551251,0.61002113826944,0.7374827160696066,0.7026286012010416,0.5120198731551251,0.9872846595570138,0.9084905660377358,0.90625,0.90625,0.9933514967349087
1,typical,uncertainty,28,28,0,18.080423125997186,6,5,7,11,5,0.7258670200879258,0.07725269509646271,0.09239209114990374,0.9529890484455737,0.5032544302322046,0.6749204454151128,0.5101267884195191,0.6208639907835956,0.7671276920520452,0.6958925662093514,0.5101267884195191,0.9858695652173913,0.9029874213836478,0.90625,0.90625,0.9929908025034941
1,typical,uncertainty,32,32,0,20.909516375977546,6,6,7,12,7,0.7596915754939357,0.07084894526019964,0.08650449026555691,0.9514243238178921,0.5067157219965277,0.6860606191093229,0.6193223990943852,0.6906375054796091,0.8030488192782987,0.7033926057420181,0.6193223990943852,0.9885796320168756,0.9103773584905661,0.90625,0.90625,0.9959846072221521
1,typical,uncertainty,36,36,0,24.454324750986416,6,6,8,12,10,0.7594514442613249,0.07134756540475264,0.08654769982683073,0.9449415043290623,0.5270015303949654,0.7304075170777531,0.6154541664449756,0.6869294644587272,0.8076528861511365,0.7010358211226149,0.6154541664449756,0.9878706199460916,0.9086477987421383,0.90625,0.90625,0.9961579616905532
1,typical,uncertainty,40,40,0,26.86425700096879,4,8,9,12,11,0.7629163997123695,0.06806384729318575,0.08592210537427164,0.9511328057262025,0.5153128967838536,0.6881161737681005,0.6857184401572115,0.6848004347226955,0.8144782385163376,0.6871600584669155,0.6848004347226955,0.9870414859955466,0.905188679245283,0.9375,0.9375,0.9967529145079312
1,typical,uncertainty,44,44,0,29.997728375979932,5,9,9,12,14,0.7610096319007289,0.06710060857432726,0.08626693186368838,0.9504638049568733,0.5219108791059025,0.692810379976658,0.7056930663453188,0.6998167422730968,0.802643836089431,0.6805207829320011,0.6805207829320011,0.9862855970936364,0.9017295597484277,0.9375,0.9375,0.9965780549499246
1,typical,uncertainty,48,48,0,32.632024084974546,5,10,10,13,15,0.7819650557307236,0.06230226596541886,0.08239810139658577,0.953298477790101,0.5187628690711805,0.6726955917383505,0.781185585311719,0.7585886224755206,0.8177575384478597,0.682856430387379,0.682856430387379,0.9874926754951363,0.9047169811320754,0.90625,0.90625,0.9962095959948257
