sample_id,pdk,process_node_nm,cell_family,cell_variant,source_cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,model_corner,tphl_ns,tplh_ns,delay_avg_ns,power_avg_uW,spice_wall_time_s,status,fidelity,statistical_mode,mc_mm_switch,mc_pr_switch,released_spice_path,netlist_path,log_path,ngspice_returncode
13000162,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.8220178114421863,84.93419929609195,0.48924342992885156,0.035860736018411325,typical,tt,0.22695700000000002,0.578498,0.4027275,0.797955,0.7585359170334414,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000162_nor2_1_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000162_nor2_1_typical.log,0
13000163,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.6230689217832073,-12.113206182476993,2.3852445188997105,0.11329377354971047,ff,ff,0.69347,2.22715,1.46031,1.90287,0.7416817499906756,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000163_nor2_1_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000163_nor2_1_ff.log,0
13000164,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.6703500037233194,108.7845084007084,3.7128450064365355,0.08269897123246879,ss,ss,1.3738,2.65767,2.015735,1.48672,0.734934542037081,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000164_nor2_1_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000164_nor2_1_ss.log,0
13000165,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.9237828578003755,-0.647145069153737,9.498820193696718,0.0017260837711156178,typical,tt,-0.452351,0.976876,0.2622625,0.282824,0.7569456249475479,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000165_nor2_1_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000165_nor2_1_typical.log,0
13000166,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.6340041230833031,6.444511264323978,7.65161995747281,0.14589797490817025,ff,ff,1.1594600000000002,3.84472,2.50209,2.49084,0.7484940419672057,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000166_nor2_1_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000166_nor2_1_ff.log,0
13000167,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.691374015970182,38.91098855494293,9.153387886975132,0.12256712980822976,ss,ss,2.59766,5.3716,3.98463,2.23269,0.758911790966522,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000167_nor2_1_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000167_nor2_1_ss.log,0
13000168,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.6609378417687195,1.6405353010300132,5.716306935853973,0.032216432309898915,typical,tt,0.695438,2.06768,1.381559,0.593813,0.7279715420445427,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000168_nor2_1_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000168_nor2_1_typical.log,0
13000169,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.944726892798014,74.42497581970036,10.057185100243062,0.09203732184403096,ff,ff,0.270318,2.3800600000000003,1.3251890000000002,3.25625,0.7890038750483654,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000169_nor2_1_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000169_nor2_1_ff.log,0
13000170,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.8374277004567956,-30.11569885949131,0.27393092101355565,0.061631133016973816,ss,ss,0.279063,1.4284,0.8537315,1.35128,0.7349547910271212,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000170_nor2_1_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000170_nor2_1_ss.log,0
13000171,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.9628322970396013,75.85514220777328,6.97102291060792,0.1665333010985565,typical,tt,1.34682,3.18898,2.2679,4.21751,0.7473295000381768,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000171_nor2_1_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000171_nor2_1_typical.log,0
13000172,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.9084091298196375,94.75963065091634,8.53927533713951,0.19181805396352142,ff,ff,1.01495,3.13326,2.074105,5.06606,0.7389771659509279,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000172_nor2_1_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000172_nor2_1_ff.log,0
13000173,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.8953404981199347,69.07438192604256,1.453756069417333,0.016727744076689647,ss,ss,0.326034,0.64109,0.48356199999999994,0.430793,0.7415915839956142,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000173_nor2_1_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000173_nor2_1_ss.log,0
13000174,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.6422632743863295,-7.657183543698871,4.954406696981351,0.19511791852038982,typical,tt,1.74108,5.0818,3.4114400000000002,3.32686,0.7760474170208909,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000174_nor2_1_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000174_nor2_1_typical.log,0
13000175,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.8762495153015062,-25.134666645603605,11.813988594041675,0.07482859079444644,ff,ff,0.0454335,3.04887,1.54715175,1.96022,0.7387212080066092,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000175_nor2_1_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000175_nor2_1_ff.log,0
13000176,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.9518682865907382,91.7240153858755,3.4464199442178693,0.18154551144530226,ss,ss,1.5316400000000001,3.51649,2.5240650000000002,4.3921,0.772220125014428,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000176_nor2_1_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000176_nor2_1_ss.log,0
13000177,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.7707180604778943,111.85640155022475,2.2751973373446335,0.15901299941440858,typical,tt,1.03102,2.49594,1.76348,3.1764,0.7602547499700449,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000177_nor2_1_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000177_nor2_1_typical.log,0
13000178,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.753233488614505,18.69907294304285,6.402477052771093,0.1748458623387041,ff,ff,1.06681,3.36502,2.215915,3.46079,0.7116776669863611,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000178_nor2_1_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000178_nor2_1_ff.log,0
13000179,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.817101854606053,50.35150404239927,9.897870993383881,0.1882877393978719,ss,ss,2.8724700000000003,5.9970799999999995,4.434775,3.94004,0.7545984999742359,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/sky130_cross_pdk_replication/primary/netlists/13000179_nor2_1_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000179_nor2_1_ss.log,0
13000180,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.824597010794597,79.94419916112511,10.012996328946048,0.09978791489991283,typical,tt,0.27792,1.68873,0.983325,3.23391,2.097866333962884,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000180_nor2_4_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000180_nor2_4_typical.log,0
13000181,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.881821854841315,-2.2500209237080355,7.649033527208225,0.08351182898205808,ff,ff,-0.263843,1.393,0.5645785000000001,3.34053,2.1552317919558845,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000181_nor2_4_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000181_nor2_4_ff.log,0
13000182,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.752754130442202,101.80301465907243,3.3787436525183057,0.022762889302279363,ss,ss,0.35087999999999997,0.661455,0.5061675,0.653433,2.006842000002507,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000182_nor2_4_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000182_nor2_4_ss.log,0
13000183,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.7898422044131068,48.36935153546244,3.975739640844081,0.1161892786919818,typical,tt,0.421809,1.2255,0.8236545,2.60868,2.1086132079944946,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000183_nor2_4_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000183_nor2_4_typical.log,0
13000184,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.7363994363417405,21.277437737813578,2.476122452594147,0.18850172445018037,ff,ff,0.321565,1.1006799999999999,0.7111225,3.80796,2.185137458029203,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000184_nor2_4_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000184_nor2_4_ff.log,0
13000185,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.9342621538257982,10.178797598597981,10.736067613258308,0.140826855321951,ss,ss,0.965762,2.784,1.874881,3.58299,2.0937810000032187,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000185_nor2_4_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000185_nor2_4_ss.log,0
13000186,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.6337806378707935,-14.900873487606589,7.310618069889478,0.131120100975193,typical,tt,0.843356,2.63326,1.7383080000000002,2.32718,2.109579375013709,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000186_nor2_4_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000186_nor2_4_typical.log,0
13000187,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.7255172295078733,107.05527636680023,3.319666847561142,0.0624352927517428,ff,ff,0.0814643,0.636848,0.35915615,2.0851,2.1398845419753343,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000187_nor2_4_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000187_nor2_4_ff.log,0
13000188,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.7413234755406861,-29.134605475961106,9.244262409805932,0.14851084179622123,ss,ss,1.48427,3.61148,2.5478750000000003,2.96825,2.1540182920289226,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000188_nor2_4_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000188_nor2_4_ss.log,0
13000189,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.7095607001464286,72.87392404896266,6.221420605155568,0.19178583536634225,typical,tt,0.783736,1.98956,1.3866479999999999,3.81292,2.121576291974634,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000189_nor2_4_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000189_nor2_4_typical.log,0
13000190,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.806357572936601,68.39875002409956,9.784727480142985,0.19951510228651562,ff,ff,0.07537669999999999,1.9773999999999998,1.02638835,6.52559,2.0361844589933753,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000190_nor2_4_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000190_nor2_4_ff.log,0
13000191,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.6907929281286893,-35.606452324908254,0.2801133452456437,0.12504875077028685,ss,ss,0.205746,1.03423,0.619988,2.39705,2.1477294999640435,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000191_nor2_4_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000191_nor2_4_ss.log,0
13000192,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.9006217797858664,92.58020799483575,10.35449197885169,0.08028155567553653,typical,tt,0.0816416,1.45784,0.7697408,3.9147,2.1014550830004737,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000192_nor2_4_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000192_nor2_4_typical.log,0
13000193,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.7688600940714638,4.429972162047115,4.569453119696113,0.0076952764366158225,ff,ff,-0.269295,0.58897,0.1598375,0.833247,2.101733499963302,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000193_nor2_4_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000193_nor2_4_ff.log,0
13000194,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.8746847621663507,58.27937540374856,7.812892520769981,0.07101334294645249,ss,ss,0.633787,1.63239,1.1330885,1.88973,2.1210122499614954,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000194_nor2_4_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000194_nor2_4_ss.log,0
13000195,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.66784719265377,-11.932537123281694,5.74860873205691,0.004181934727720828,typical,tt,-0.00735223,0.906286,0.44946688500000004,0.227166,2.0912063749856316,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000195_nor2_4_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000195_nor2_4_typical.log,0
13000196,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.6564261515785308,-25.532084504396686,0.45592439335711543,0.08647902163289653,ff,ff,0.13602,0.44589,0.290955,1.63346,2.105335916974582,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000196_nor2_4_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000196_nor2_4_ff.log,0
13000197,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.9484966614425698,121.56206715054304,8.71686443508827,0.16190018444703141,ss,ss,0.9762390000000001,1.92485,1.4505445000000001,4.66602,2.1063855420215987,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000197_nor2_4_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000197_nor2_4_ss.log,0
13000198,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.9645882830924615,-31.810775134214985,11.299561850802856,0.029259493183782237,typical,tt,-0.41253799999999996,1.5348600000000001,0.561161,1.52014,2.056933624960948,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000198_nor2_4_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000198_nor2_4_typical.log,0
13000199,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.8629179439848336,87.89856024122878,8.667557947057078,0.13300308853335027,ff,ff,-0.0901059,1.47828,0.69408705,6.49156,2.0983355829957873,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000199_nor2_4_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000199_nor2_4_ff.log,0
13000200,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.9118229542761895,54.282657949620074,6.566074128334607,0.04903989176985247,ss,ss,0.42977800000000005,1.2398500000000001,0.834814,1.47213,2.1001798330107704,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000200_nor2_4_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000200_nor2_4_ss.log,0
13000201,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.8467731971836525,112.55320921613935,11.932309642775548,0.20087188039316342,typical,tt,0.628713,2.25445,1.4415815,6.20879,2.1173943750327453,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000201_nor2_4_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000201_nor2_4_typical.log,0
13000202,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.6219635917629183,78.91546671411602,8.271660733644403,0.10894543805371666,ff,ff,0.126641,1.56802,0.8473305,2.768,2.1091424580081366,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000202_nor2_4_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000202_nor2_4_ff.log,0
13000203,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.6841127048708693,40.15215228089835,2.905194900475673,0.09572998268957061,ss,ss,0.6998669999999999,1.40213,1.0509985,1.85475,2.1652655419893563,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000203_nor2_4_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000203_nor2_4_ss.log,0
13000204,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.8142568203269303,-4.8989447662988255,6.7165210489576745,0.11220803938640313,typical,tt,0.411671,1.82558,1.1186255,2.56377,2.1439444999559782,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000204_nor2_4_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000204_nor2_4_typical.log,0
13000205,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.8329839434678967,95.70499262152023,4.836305055739494,0.15573565158935732,ff,ff,0.180979,1.11157,0.6462745,4.93112,2.121966040984262,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000205_nor2_4_ff.cir,results/sky130_cross_pdk_replication/primary/logs/13000205_nor2_4_ff.log,0
13000206,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.9261094716173228,15.85721421575974,4.113671973672619,0.17389618126564635,ss,ss,0.787544,1.77597,1.281757,4.25424,2.1109038339927793,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000206_nor2_4_ss.cir,results/sky130_cross_pdk_replication/primary/logs/13000206_nor2_4_ss.log,0
13000207,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.7799469227098135,31.340849141603925,1.7610764032839406,0.06745287089286728,typical,tt,0.247544,0.6668620000000001,0.457203,1.52919,2.0649717079941183,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/sky130_cross_pdk_replication/primary/netlists/13000207_nor2_4_typical.cir,results/sky130_cross_pdk_replication/primary/logs/13000207_nor2_4_typical.log,0
