sample_id,cell_type,input_arc,Wn_um,L_um,Wp_Wn_ratio,Vdd,Temp,Cload_fF,slew_ps,corner,tphl_ns,tplh_ns,delay_avg_ns,power_avg_uW,simulator,ngspice_version,model_file,nmos_model,pmos_model,fidelity,status,netlist_path,log_path
16,INV,I_to_Z,1.6660620944192428,0.28,1.9678458080583507,1.858859568380882,3.03867466336888,72.79295833942903,166.78424043631875,ss,0.32550100000000004,0.48007999999999995,0.40279049999999994,7.74227,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00016_INV.cir,spice_v2/logs/00016_INV.log
17,INV,I_to_Z,3.6682091436379665,0.28,1.740043158408354,1.8759376363540414,22.030926488766823,21.11175544711399,281.96303428969213,ff,0.0789341,0.11559399999999999,0.09726404999999999,3.16666,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00017_INV.cir,spice_v2/logs/00017_INV.log
18,INV,I_to_Z,3.9168914218855595,0.28,1.8754298462442138,1.9385742601879292,48.76820046473166,58.99167796793742,230.22140878211673,typical,0.14168,0.184704,0.163192,7.60815,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00018_INV.cir,spice_v2/logs/00018_INV.log
19,INV,I_to_Z,4.487586323789447,0.28,2.7082533565012574,1.9737307647345577,29.280814784420187,19.810256070157067,121.38509476683747,ss,0.08151399999999999,0.08624949999999999,0.08388174999999999,4.06287,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00019_INV.cir,spice_v2/logs/00019_INV.log
20,INV,I_to_Z,2.010531583408155,0.28,2.7926304184071644,1.7285258671716854,43.017818872931244,16.324069169927448,438.7680418855388,ff,0.125009,0.14315599999999998,0.1340825,2.09488,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00020_INV.cir,spice_v2/logs/00020_INV.log
21,INV,I_to_Z,3.542088777778676,0.28,2.013106647996702,1.8284134653331952,44.91905629327354,38.74807910559239,47.18051879485543,typical,0.0894215,0.11555499999999999,0.10248825,4.86402,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00021_INV.cir,spice_v2/logs/00021_INV.log
22,INV,I_to_Z,1.0772623858397057,0.28,1.6778506936231585,1.8493151542168127,54.11140995095482,74.81649321847114,194.8638194200883,ss,0.528129,0.878826,0.7034775,7.64152,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00022_INV.cir,spice_v2/logs/00022_INV.log
23,INV,I_to_Z,4.233128242649029,0.28,2.108508352967909,1.7767080300242826,-13.6125899545683,11.06831255362411,470.9825878099889,ff,0.0657177,0.11279900000000001,0.08925835,2.24175,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00023_INV.cir,spice_v2/logs/00023_INV.log
24,INV,I_to_Z,4.823919880071258,0.28,2.9234115118264956,1.9273505807707147,-7.275652579665369,9.206724330635993,202.88794903859892,typical,0.0641398,0.0735876,0.0688637,2.77432,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00024_INV.cir,spice_v2/logs/00024_INV.log
25,INV,I_to_Z,2.8071373804231703,0.28,1.6482637820435257,1.92104951465843,27.060758127850214,79.10712262842763,11.187907319465488,ss,0.198372,0.333948,0.26616,9.28515,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00025_INV.cir,spice_v2/logs/00025_INV.log
26,INV,I_to_Z,0.5173981045959974,0.28,2.247203221873827,1.870156176504923,30.354966833564248,71.75186032402385,455.6750295542932,ff,0.638712,0.76534,0.7020259999999999,7.36917,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00026_INV.cir,spice_v2/logs/00026_INV.log
27,INV,I_to_Z,3.1924608729121573,0.28,2.3893603792350735,1.8040653624862308,-1.445738368921809,54.33374873678062,110.9676085188916,typical,0.130061,0.153197,0.141629,6.14047,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00027_INV.cir,spice_v2/logs/00027_INV.log
28,INV,I_to_Z,4.918839149996635,0.28,2.7345262585436023,1.968046939162099,38.21285527968632,6.4418075015471725,378.9316647703214,ss,0.0933833,0.11629400000000001,0.10483865,2.55697,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00028_INV.cir,spice_v2/logs/00028_INV.log
29,INV,I_to_Z,4.536031354683253,0.28,2.4478597186130813,1.6962194384892477,51.360120722724105,40.996724161035196,21.457280250087408,ff,0.0680639,0.0717069,0.0698854,4.85187,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00029_INV.cir,spice_v2/logs/00029_INV.log
30,INV,I_to_Z,0.803652976719607,0.28,2.6010609832819918,1.9020736429765872,20.693476503009215,1.7089580958547521,368.1301336889486,typical,0.0822898,0.10026700000000001,0.0912784,0.458655,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00030_INV.cir,spice_v2/logs/00030_INV.log
31,INV,I_to_Z,1.4900102545432423,0.28,2.0874324482426383,1.6289348768719283,-18.31426972475038,39.70362173988438,301.5515412406274,ss,0.306911,0.464731,0.385821,3.38017,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00031_INV.cir,spice_v2/logs/00031_INV.log
32,INV,I_to_Z,2.7042877795321254,0.28,2.8562965501263524,1.7238289210644762,1.7873984399007021,95.46100246012087,103.16044516306494,ff,0.193355,0.18229700000000001,0.187826,9.08952,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00032_INV.cir,spice_v2/logs/00032_INV.log
33,INV,I_to_Z,4.574340001233705,0.28,2.997774695794939,1.890368287132184,69.25992077370061,13.478360037142014,331.05022153852155,typical,0.0912745,0.10062,0.09594725,3.23262,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00033_INV.cir,spice_v2/logs/00033_INV.log
34,INV,I_to_Z,4.18287516892836,0.28,2.492250301421491,1.7119701387683144,81.84766166539305,71.04431943130778,466.44153148460356,ss,0.280159,0.324852,0.3025055,7.22857,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00034_INV.cir,spice_v2/logs/00034_INV.log
35,INV,I_to_Z,3.3750541425298906,0.28,2.8453957139631267,1.925651378986877,74.7192545808532,50.691854667161905,372.6458996102597,ff,0.147621,0.15243099999999998,0.15002600000000002,7.02398,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00035_INV.cir,spice_v2/logs/00035_INV.log
36,INV,I_to_Z,3.0135425898400467,0.28,2.548445584264111,1.6897293385196321,90.39789478717925,75.7156883612463,411.1531663082616,typical,0.271453,0.30032200000000003,0.2858875,7.11434,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00036_INV.cir,spice_v2/logs/00036_INV.log
37,INV,I_to_Z,2.6273198844039864,0.28,1.6023394631917884,1.7995246437443129,87.59235946347158,60.806110439663136,260.8093793923814,ss,0.260264,0.40553399999999995,0.332899,6.34115,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00037_INV.cir,spice_v2/logs/00037_INV.log
38,INV,I_to_Z,2.353638288748478,0.28,2.3767996842690007,1.6420452238906114,42.30610141758809,81.03075537940475,42.26398186592943,ff,0.192125,0.211151,0.20163799999999998,6.9586,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00038_INV.cir,spice_v2/logs/00038_INV.log
39,INV,I_to_Z,0.859422666235151,0.28,2.467423684162277,1.7690335114244427,33.8086840183214,24.810166652165293,286.0298532089574,typical,0.24572200000000002,0.274518,0.26012,2.50376,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00039_INV.cir,spice_v2/logs/00039_INV.log
40,INV,I_to_Z,3.212120226651175,0.28,2.955999220926973,1.8230475280947749,-16.30663164190181,59.75184102743357,158.10995429787613,ss,0.182826,0.192331,0.1875785,6.97534,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00040_INV.cir,spice_v2/logs/00040_INV.log
41,INV,I_to_Z,2.2123641241715326,0.28,1.9123967354364142,1.795205388515678,19.749648639963596,26.10737196462457,215.87929744524394,ff,0.107932,0.13700500000000002,0.12246850000000001,3.00522,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00041_INV.cir,spice_v2/logs/00041_INV.log
42,INV,I_to_Z,4.011157462187356,0.28,1.871759767271729,1.8560638680400565,18.594494531637203,52.052147185584694,406.06562507215966,typical,0.168018,0.224102,0.19605999999999998,6.23699,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00042_INV.cir,spice_v2/logs/00042_INV.log
43,INV,I_to_Z,0.9956926480610853,0.28,2.891963444195011,1.8842740370820346,66.69485990263658,97.64770652053225,458.0570401398309,ss,0.797054,0.781565,0.7893095,10.3606,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00043_INV.cir,spice_v2/logs/00043_INV.log
44,INV,I_to_Z,1.016028834284919,0.28,1.9498531538939234,1.6591609899634652,0.6913697794966396,29.010837445223366,446.726064733649,ff,0.23867899999999997,0.305884,0.27228149999999995,2.52201,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00044_INV.cir,spice_v2/logs/00044_INV.log
45,INV,I_to_Z,2.299044459017239,0.28,1.696901833051359,1.94899348791593,59.23788221165468,7.850896478718145,179.69541593541246,typical,0.0670211,0.09334379999999999,0.08018244999999999,1.50643,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00045_INV.cir,spice_v2/logs/00045_INV.log
46,INV,I_to_Z,2.4422795971610882,0.28,2.767846611642074,1.649708334689777,88.5528416446333,5.358762306369431,397.7785185172613,ss,0.14205399999999999,0.16577999999999998,0.153917,1.07845,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00046_INV.cir,spice_v2/logs/00046_INV.log
47,INV,I_to_Z,1.2501354429999132,0.28,2.5211440877887736,1.681367906816956,60.07870432025942,97.2770485205672,436.27114715022657,ff,0.480125,0.5009,0.49051249999999996,8.26207,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00047_INV.cir,spice_v2/logs/00047_INV.log
48,INV,I_to_Z,3.1221908630408883,0.28,1.5830222485641983,1.9125588457804432,7.663186100794697,43.067995358454226,152.72887648532685,typical,0.11417300000000001,0.17590999999999998,0.14504150000000002,5.38313,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00048_INV.cir,spice_v2/logs/00048_INV.log
49,INV,I_to_Z,2.9537108474026583,0.28,1.7914309573461045,1.8417242899059822,80.21513595594296,65.88272628029665,186.31763192285703,ss,0.227809,0.330894,0.27935150000000003,7.30007,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00049_INV.cir,spice_v2/logs/00049_INV.log
50,INV,I_to_Z,3.948632071966912,0.28,1.756500006468991,1.6524022872172677,-9.972808440602192,77.12372508143187,386.8222685777139,ff,0.180967,0.251655,0.216311,6.85341,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00050_INV.cir,spice_v2/logs/00050_INV.log
51,INV,I_to_Z,1.7745015045249133,0.28,1.5289075463703676,1.622439267780818,-14.784554225508044,85.30575235070214,96.93349246235765,typical,0.308415,0.57567,0.4420425,6.79586,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00051_INV.cir,spice_v2/logs/00051_INV.log
52,INV,I_to_Z,3.3268848697980675,0.28,1.801743604108561,1.7328174386043456,93.64653660768572,19.35056438818972,278.24161439123833,ss,0.142003,0.189784,0.1658935,2.46816,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00052_INV.cir,spice_v2/logs/00052_INV.log
53,INV,I_to_Z,1.4119991320543077,0.28,2.1420328188229645,1.7080807042715418,-19.971270881380498,62.87228280303876,251.58850124708627,ff,0.244603,0.311579,0.27809100000000003,5.63452,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00053_INV.cir,spice_v2/logs/00053_INV.log
54,INV,I_to_Z,2.3789209557686624,0.28,2.404611086497473,1.8776573572690631,5.233023489669069,83.37796413021258,56.486444411046655,typical,0.20189200000000002,0.227173,0.21453250000000001,9.34362,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00054_INV.cir,spice_v2/logs/00054_INV.log
55,INV,I_to_Z,0.6420267586266519,0.28,2.8272261453024656,1.7376888025863126,52.1550571792025,55.612754919800494,352.312061895538,ss,0.719885,0.802941,0.7614130000000001,5.04159,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00055_INV.cir,spice_v2/logs/00055_INV.log
56,INV,I_to_Z,4.4002136326030055,0.28,2.675986820908996,1.777711612389812,15.275444352838846,48.946990262842846,317.38261813108755,ff,0.12362600000000001,0.136854,0.13024,5.90276,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00056_INV.cir,spice_v2/logs/00056_INV.log
57,INV,I_to_Z,4.978577064414942,0.28,1.917881704294591,1.954100862803367,41.24477430263906,46.89160195893355,173.65184886395423,typical,0.0994943,0.127591,0.11354265,6.74464,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00057_INV.cir,spice_v2/logs/00057_INV.log
58,INV,I_to_Z,4.1163046980633915,0.28,2.3345707929779835,1.7002583031349818,73.4377076847266,50.31451168407562,138.96030870757775,ss,0.162282,0.19909000000000002,0.18068599999999999,5.42579,ngspice,ngspice-46 : Circuit level simulation program,gf180mcu-pdk/libraries/gf180mcu_fd_pr/latest/models/ngspice/sm141064.ngspice,nmos_3p3,pmos_3p3,SPICE_GF180MCU,ok,spice_v2/netlists/00058_INV.cir,spice_v2/logs/00058_INV.log
