support_budget,prequential_delay_nmae,prediction_change_nmae,coverage_radius_ratio,eligible,two_consecutive_eligible
0,,,1.0,False,False
16,0.6913074062632706,0.20243138712181033,0.9039715418342114,False,False
32,0.24192532547280313,0.07871633064221079,0.5867346322981696,False,False
48,0.21459946608478378,0.0635017684203078,0.45347528624780326,False,False
64,0.1018459320220941,0.01628398741638729,0.44951064304625593,True,False
80,0.13856253238293814,0.012423590908478128,0.3878340583169538,True,True
