seed,heldout_corner,strategy,spice_queries,successful_support_rows,failed_queries,cumulative_spice_wall_time_s,support_balance_range,support_inv,support_nand2,support_nor2,support_xor2,delay_r2,delay_mae,delay_rmse,power_r2,power_mae,power_rmse,delay_r2_inv,delay_r2_nand2,delay_r2_nor2,delay_r2_xor2,worst_cell_delay_r2,spearman,kendall_tau,top20_precision,top20_recall,ndcg_top20
4,ff,random,0,0,0,0.0,0,0,0,0,0,0.3248022725299353,0.11562348595375434,0.1334677596855666,0.9463847715503658,0.5585113184592008,0.7741684624315944,-0.1970570683046,-0.019841526576299007,0.6364139978281353,0.21971874148764414,-0.1970570683046,0.9779620297667878,0.8761006289308176,0.90625,0.90625,0.9960466821144743
4,ff,random,4,4,0,2.35644225004944,0,1,1,1,1,0.50397980959978,0.09267173365414498,0.11439592704802039,0.944463231316519,0.567713893033854,0.7879192274998629,0.01786827006880176,0.24480535148958837,0.7669786013332115,0.4556656291524649,0.01786827006880176,0.9797872963787648,0.8841194968553459,0.84375,0.84375,0.9959207139519435
4,ff,random,8,8,0,4.726867832097923,0,2,2,2,2,0.5833892488174671,0.08080740958350693,0.10483978494044943,0.944031858008378,0.581295468096788,0.7909733291067759,0.13775857114245904,0.35793709556961717,0.8097374536845781,0.5722903494235014,0.13775857114245904,0.975919957810852,0.8751572327044026,0.84375,0.84375,0.9959375305135436
4,ff,random,12,12,0,7.1157220800814684,0,3,3,3,3,0.6357027708045568,0.0727777159100261,0.09803673040360943,0.9477680182744102,0.5615894409874131,0.764116621407939,0.2032656853518734,0.4315973050495947,0.8280944192298085,0.6835947159422762,0.2032656853518734,0.9753339974217742,0.8754716981132075,0.875,0.875,0.9958808499851489
4,ff,random,16,16,0,9.737536787084537,2,3,4,5,4,0.6245236287837144,0.07257870379238901,0.09952958443032799,0.9455303697231716,0.5692831056749134,0.7803125801540385,0.17057850078866088,0.38374839715362075,0.841889246806597,0.6631864672296557,0.17057850078866088,0.9742587601078168,0.870125786163522,0.875,0.875,0.9958411243609557
4,ff,random,20,20,0,12.45207657906576,4,3,7,5,5,0.7486523091428283,0.06370641436901973,0.08143260624947858,0.9443574921636607,0.5817588184917537,0.7886689496656124,0.39584133541394406,0.6407394807292631,0.8890608126052189,0.7927429487103935,0.39584133541394406,0.9729725770537911,0.8665094339622642,0.84375,0.84375,0.9955458771885493
4,ff,random,24,24,0,15.536982579098549,4,3,7,7,7,0.7624596002222506,0.05942198074702691,0.07916434563472152,0.9438446694697135,0.5738796045312498,0.7922949519377754,0.34983858763358333,0.6864456126283315,0.8941831151873018,0.8623001829414746,0.34983858763358333,0.9765674440407828,0.8773584905660378,0.84375,0.84375,0.9954170126070919
4,ff,random,28,28,0,18.517935830081115,5,4,8,7,9,0.8403355195135276,0.051278091045768234,0.0649030402435166,0.9480475224054787,0.5565023801996524,0.7620694059702087,0.6198900142324121,0.7611552020821211,0.920090372752878,0.892915226501535,0.6198900142324121,0.9815568967537794,0.8880503144654088,0.875,0.875,0.9956496449233787
4,ff,random,32,32,0,20.815271955070784,5,5,10,8,9,0.8533329617730059,0.0485864442388114,0.062205265170996164,0.9477719270552338,0.556716653105469,0.7640880295358823,0.6391587491288881,0.805427056710381,0.9204675003861147,0.9075898569326887,0.6391587491288881,0.9807219031993436,0.8856918238993711,0.875,0.875,0.9957871643130467
4,ff,random,36,36,0,23.239954246091656,4,7,11,8,10,0.8537021154657568,0.04720322173830294,0.06212693205943892,0.9466391770916485,0.5592486458355037,0.772329554487353,0.6316604006435509,0.8341039557568205,0.9181678756191486,0.9004263621769699,0.6316604006435509,0.9808449548810502,0.885062893081761,0.875,0.875,0.9957884288239105
4,ff,random,40,40,0,26.415443663107,5,8,11,8,13,0.8627195619738406,0.04655552869618057,0.06018180551440152,0.9491362091109534,0.5453605238433159,0.7540423833918268,0.6888140894522299,0.8232445101622196,0.9069832314544817,0.9241648151223042,0.6888140894522299,0.9787149888667526,0.8795597484276729,0.875,0.875,0.9957218881620201
4,ff,random,44,44,0,29.31627791406936,6,8,12,10,14,0.8641067112813903,0.04591459435285528,0.059876980198614385,0.9494065541823495,0.5448800565646698,0.752035816121094,0.677610668551587,0.837141070892685,0.9103938584004332,0.9243464979718882,0.677610668551587,0.9799718739013242,0.8811320754716981,0.875,0.875,0.9956868074319043
4,ff,random,48,48,0,31.673751747090137,6,8,14,12,14,0.8702122489446409,0.04422372127853733,0.058516418641759875,0.9516675135717765,0.530609889199219,0.7350399834935807,0.6821024907190976,0.8523205974532974,0.9181409203687311,0.9234698522305042,0.6821024907190976,0.979095863119653,0.878930817610063,0.875,0.875,0.9957492720012289
