seed,heldout_corner,uncertainty_weight,diversity_weight,support_rows,delay_r2,delay_mae,delay_rmse,power_r2,power_mae,power_rmse,delay_r2_inv,delay_r2_nand2,delay_r2_nor2,delay_r2_xor2,worst_cell_delay_r2,spearman,kendall_tau,top20_precision,top20_recall,ndcg_top20
0,ss,0.5,0.5,24,0.6609051084995865,0.1193397842584044,0.19564121219087074,0.922058039629591,0.5317072243844695,0.7592827069874009,0.8677785818649676,0.7140134930953196,0.5552164043441672,0.48996674290452225,0.48996674290452225,0.9167019027484142,0.7801268498942917,0.7777777777777778,0.7777777777777778,0.9827990377818703
0,ss,0.75,0.25,0,0.4150524727685292,0.1839854017185133,0.25695565277073235,0.9142287565568196,0.59551476216856,0.7965053539924777,0.7591995204651643,0.5296328587012393,0.11130774841930902,0.17392663562056443,0.11130774841930902,0.9393939393939393,0.8139534883720929,0.7777777777777778,0.7777777777777778,0.9887867754192365
0,ss,0.75,0.25,4,0.47244827185341853,0.20391729153645846,0.24402383410931075,0.9114872550571582,0.6022864038825753,0.8091345593462067,0.2596423461090972,0.39583953629629065,0.4906014051464992,0.5209064110267627,0.2596423461090972,0.9185341789992951,0.7674418604651163,0.7777777777777778,0.7777777777777778,0.9667862085108972
0,ss,0.75,0.25,8,0.679313700583513,0.11992654112630213,0.19025668461292858,0.9170142228773158,0.5558502921638254,0.7834651427408433,0.850093248917344,0.7133351297176536,0.6511666372883247,0.5030632381192592,0.5030632381192592,0.9192389006342494,0.788583509513742,0.8888888888888888,0.8888888888888888,0.9893082681743965
0,ss,0.75,0.25,12,0.6387482769389043,0.12953182864287405,0.2019317853690416,0.9195656096012784,0.5251152093749998,0.7713273547433943,0.820074761856847,0.6876385483667553,0.6162942871363186,0.4256405744012115,0.4256405744012115,0.9326286116983791,0.8097251585623678,0.8888888888888888,0.8888888888888888,0.9893082681743965
0,ss,0.75,0.25,16,0.6479959488257208,0.12484371219330015,0.1993304064639926,0.9274896522989464,0.5151957330492422,0.7323485738231332,0.8073459681812983,0.7049131064637276,0.5915457224880717,0.4580439360241013,0.4580439360241013,0.9058491895701198,0.763213530655391,0.7777777777777778,0.7777777777777778,0.9798248279446016
0,ss,0.75,0.25,20,0.644040248155648,0.12222179358013731,0.20044728080237775,0.9163965963357432,0.547796916122159,0.7863752309232104,0.8022587164597134,0.6950152604403208,0.5750541137508067,0.4691384386623897,0.4691384386623897,0.9305144467935165,0.8076109936575052,0.8888888888888888,0.8888888888888888,0.987889306315334
0,ss,0.75,0.25,24,0.6300414950693902,0.129460632175071,0.2043507468709921,0.9160637688188038,0.5555565636837119,0.7879389671784476,0.8075717828475796,0.6883932586370337,0.5664231743457322,0.43069319714445053,0.43069319714445053,0.9123326286116983,0.7737843551797039,0.7777777777777778,0.7777777777777778,0.9830938200000141
0,ss,1.0,0.0,0,0.4150524727685292,0.1839854017185133,0.25695565277073235,0.9142287565568195,0.5955147621685605,0.7965053539924782,0.7591995204651644,0.5296328587012392,0.11130774841930913,0.17392663562056432,0.11130774841930913,0.9393939393939393,0.8139534883720929,0.7777777777777778,0.7777777777777778,0.9887867754192365
0,ss,1.0,0.0,4,0.3238357881322321,0.24285702647703603,0.2762649644618989,0.9223821003306923,0.5712203893229159,0.7577026211535134,-0.0180282313579323,0.1924094376470903,0.2934963245926523,0.49185615407558847,-0.0180282313579323,0.9045806906272021,0.748414376321353,0.7777777777777778,0.7777777777777778,0.9667738000875232
0,ss,1.0,0.0,8,0.7046302419832537,0.1195187040973011,0.18259241599161766,0.9143733690658277,0.5698801213660031,0.7958336065332677,0.7712968028123789,0.7041529303863855,0.7237997038065394,0.59268223452632,0.59268223452632,0.9284002818886539,0.8012684989429175,0.8888888888888888,0.8888888888888888,0.989276129357707
0,ss,1.0,0.0,12,0.6875489721114778,0.11971583353586653,0.18779788649273066,0.9259757411015843,0.5264192594341854,0.7399542694792794,0.8125703040403577,0.6891316474888834,0.6754812014215479,0.5637694081524857,0.5637694081524857,0.9136011275546159,0.7737843551797039,0.7777777777777778,0.7777777777777778,0.9830938200000141
0,ss,1.0,0.0,16,0.6788484049523195,0.1160685084878078,0.19039465981848272,0.920705020372132,0.5383961737807768,0.7658446666221266,0.8727106878155491,0.6945773861358961,0.6473387915774594,0.5179390861457496,0.5179390861457496,0.9481324876673712,0.8350951374207187,0.8888888888888888,0.8888888888888888,0.9882625834734315
