uncertainty_weight,diversity_weight,runs,median_worst_cell_delay_r2_aulc,q25_worst_cell_delay_r2_aulc,q75_worst_cell_delay_r2_aulc,median_overall_delay_r2_aulc,median_top20_recall_aulc
0.0,1.0,30,0.33419004780240713,-0.13008848459763267,0.4920830163728477,0.700501178630724,0.888888888888889
0.25,0.75,30,-0.08082557692741738,-0.6256119553404275,0.3842665068328166,0.610862432591977,0.888888888888889
0.5,0.5,30,-0.5478187067295691,-1.4961051071013314,0.2844687808728352,0.5473103191055163,0.888888888888889
0.75,0.25,30,-0.799824217600289,-2.040714656853227,0.23376424238835525,0.4837499538956672,0.8796296296296297
1.0,0.0,30,-0.8802322765144106,-1.9297475146637766,0.22223307200273212,0.4918039659769676,0.888888888888889
