sample_id,pdk,process_node_nm,cell_family,cell_variant,source_cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,model_corner,tphl_ns,tplh_ns,delay_avg_ns,power_avg_uW,spice_wall_time_s,status,fidelity,statistical_mode,mc_mm_switch,mc_pr_switch,released_spice_path,netlist_path,log_path,ngspice_returncode,candidate_id,seed,heldout_corner,query_order,batch_index
15320001,SKY130,130,AOI21,AOI21_1,A21OI_1,1,"A1_to_Y__A2=1,B1=0",1,3,6,1.9500000000000002,3.0,1.9524688131913241,-24.43541265354782,2.796342174292949,0.03515548839580634,ss,ss,0.6864250000000001,1.3879400000000002,1.0371825000000001,0.894272,1.0824166249949485,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/a21oi/sky130_fd_sc_hd__a21oi_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/netlists/15320001_aoi21_1_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/logs/15320001_aoi21_1_ss.log,0,50,3,ss,1,1
15320002,SKY130,130,AOI21,AOI21_4,A21OI_4,4,"A1_to_Y__A2=1,B1=0",1,3,24,7.800000000000002,12.0,1.6402895152017694,-19.108436843206665,9.991627894726578,0.02729451110995443,ss,ss,1.10432,2.76256,1.9334399999999998,0.5986,3.472641208965797,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/a21oi/sky130_fd_sc_hd__a21oi_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/netlists/15320002_aoi21_4_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/logs/15320002_aoi21_4_ss.log,0,56,3,ss,2,1
15320003,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.6358654203192828,96.37090989383421,1.3732829469141024,0.085128357843169,ss,ss,0.8213499999999999,1.32622,1.073785,1.44316,0.49135045800358057,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/inv/sky130_fd_sc_hd__inv_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/netlists/15320003_inv_1_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/logs/15320003_inv_1_ss.log,0,1,3,ss,3,1
15320004,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.954291605349054,121.69201620448769,4.005152120727811,0.17634436657926886,ss,ss,0.76054,1.18381,0.9721750000000001,4.53681,1.2738631250103936,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/inv/sky130_fd_sc_hd__inv_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/netlists/15320004_inv_4_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/logs/15320004_inv_4_ss.log,0,10,3,ss,4,1
15320005,SKY130,130,MUX2,MUX2_1,MUX2_1,1,"A0_to_X__A1=0,S=0",0,3,12,2.75,3.1,1.9198892288503873,-24.718153440542785,0.2931191938213697,0.17788179839230603,ss,ss,0.8624970000000001,1.69516,1.2788285,4.20561,1.8484547499683686,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/mux2/sky130_fd_sc_hd__mux2_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/netlists/15320005_mux2_1_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/logs/15320005_mux2_1_ss.log,0,74,3,ss,5,1
15320006,SKY130,130,MUX2,MUX2_4,MUX2_4,4,"A0_to_X__A1=0,S=0",0,3,18,5.8500000000000005,9.0,1.9251134496266418,123.15040239833553,0.2753840025512438,0.059193059630347655,ss,ss,0.402765,0.331623,0.36719399999999996,1.76211,2.8141002499614842,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/mux2/sky130_fd_sc_hd__mux2_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/netlists/15320006_mux2_4_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/logs/15320006_mux2_4_ss.log,0,82,3,ss,6,1
15320007,SKY130,130,NAND2,NAND2_1,NAND2_1,1,A_to_Y__B=1,1,2,4,1.3,2.0,1.9080403514751152,121.00336500978216,1.331556972088223,0.11642646451216716,ss,ss,1.1823199999999998,1.23125,1.206785,2.68705,0.7849712499883026,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand2/sky130_fd_sc_hd__nand2_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/netlists/15320007_nand2_1_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/logs/15320007_nand2_1_ss.log,0,15,3,ss,7,1
15320008,SKY130,130,NAND2,NAND2_4,NAND2_4,4,A_to_Y__B=1,1,2,16,5.2,8.0,1.6257594741324293,-17.734513494980213,8.815609517037954,0.1889861148633656,ss,ss,2.17422,3.6297499999999996,2.901985,3.1932,2.4270220420439728,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand2/sky130_fd_sc_hd__nand2_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/netlists/15320008_nand2_4_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/logs/15320008_nand2_4_ss.log,0,22,3,ss,8,1
15320009,SKY130,130,NAND3,NAND3_1,NAND3_1,1,"A_to_Y__B=1,C=1",1,3,6,1.9500000000000002,3.0,1.9750650230707327,80.64966105433696,10.991540800095335,0.1236309920810004,ss,ss,3.0317999999999996,3.46157,3.246685,3.14051,1.1276867910055444,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand3/sky130_fd_sc_hd__nand3_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/netlists/15320009_nand3_1_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/logs/15320009_nand3_1_ss.log,0,89,3,ss,9,1
15320010,SKY130,130,NAND3,NAND3_4,NAND3_4,4,"A_to_Y__B=1,C=1",1,3,24,7.800000000000002,12.0,1.9648016428074992,114.1351049999434,8.346192917106102,0.1690854177199847,ss,ss,1.47314,1.67281,1.572975,4.79124,3.3585941250203177,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand3/sky130_fd_sc_hd__nand3_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/netlists/15320010_nand3_4_ss.cir,results/sky130_cross_pdk_replication/online/runs/seed_3/corner_ss/logs/15320010_nand3_4_ss.log,0,95,3,ss,10,1
