experiment,target,runs,median_empirical_coverage,q25_empirical_coverage,q75_empirical_coverage,median_interval_width,median_abs_err,median_p95_abs_err
v2_calibrated_v3_external,delay_avg_ns,1,0.9520833333333333,0.9520833333333333,0.9520833333333333,0.3315940064840319,0.026480529730089755,0.15891438363943522
v2_calibrated_v3_external,power_avg_uW,1,0.9291666666666667,0.9291666666666667,0.9291666666666667,2.190102513910354,0.29130911800489545,1.2746797652187905
v2_split_conformal,delay_avg_ns,20,0.9375,0.90625,0.96875,0.3042063337740544,0.02948239227079357,0.16521175683030748
v2_split_conformal,power_avg_uW,20,0.9375,0.90234375,0.95703125,2.2787119885144005,0.33475081924032635,1.2249790945828682
