cell_type,rows,median_delay_mape,median_power_mape,max_delay_abs_err_ns,max_power_abs_err_uW
INV,16,23.576736077508095,7.612010824390351,0.16774975274002393,0.8737569116473081
NAND2,16,13.010408265722345,5.024864323067052,0.5686704103488571,1.2543297086285818
NOR2,16,10.131873386618118,5.360886577673529,0.21843931065995503,1.0603558563145268
XOR2,16,4.903115547065738,11.342529046465728,0.25621498338096593,1.7119393352969237
