pdk,cohort,seed,heldout_corner,evaluation_stage,support_budget,cell_family,cell_variant,points,target_delay_std_ns,target_delay_iqr_ns,delay_r2,delay_mae_ns,delay_nmae,delay_p95_absolute_error_ns,delay_max_absolute_error_ns
GF180MCU,prospective_seed_5,5,typical,stopped,80,AOI21,AOI21_1,12,2.864987542919498,4.39570375,0.8514357278686681,0.8794804123480918,0.20007727143761492,1.7850200355468768,1.9829391354166734
GF180MCU,prospective_seed_5,5,typical,stopped,80,AOI21,AOI21_4,12,1.2815861068917591,1.7419931250000003,0.8707175094240502,0.3447289133702247,0.19789338340254625,0.7806777867213509,0.9132821080729103
GF180MCU,prospective_seed_5,5,typical,stopped,80,INV,INV_1,12,1.4543752799108354,1.2782087500000001,0.20204888669902943,0.9734227613498238,0.7615522592454664,2.0766337832682273,2.1797423828125035
GF180MCU,prospective_seed_5,5,typical,stopped,80,INV,INV_4,12,1.0197836766808517,1.8245730125000001,0.8241799915439557,0.348861225004341,0.19120157023825377,0.6772397658020815,0.7825005662500004
GF180MCU,prospective_seed_5,5,typical,stopped,80,MUX2,MUX2_1,12,1.441124220469908,1.7698975,-0.5115768835423431,1.3952175231336839,0.7883041380270236,2.806379107942715,3.6815970312500053
GF180MCU,prospective_seed_5,5,typical,stopped,80,MUX2,MUX2_4,12,0.9664701145382292,1.37978375,0.9128245742342688,0.24216364593098894,0.17550840552440838,0.41193638521874837,0.4910705117187488
GF180MCU,prospective_seed_5,5,typical,stopped,80,NAND2,NAND2_1,12,2.3988062733470668,3.9604212499999996,0.8806708407996761,0.5399846384223087,0.13634525327888006,1.6296031725911406,1.7938252369791616
GF180MCU,prospective_seed_5,5,typical,stopped,80,NAND2,NAND2_4,12,1.0409878665973231,1.0345500000000003,0.9115995653718066,0.26136567172309194,0.2526370612566738,0.5017761095937497,0.5832973670052082
GF180MCU,prospective_seed_5,5,typical,stopped,80,NAND3,NAND3_1,12,2.8063440725776,3.9603987500000004,0.95772428030415,0.43136231305338724,0.10891890950460158,0.9905102161848982,1.2915647656249982
GF180MCU,prospective_seed_5,5,typical,stopped,80,NAND3,NAND3_4,12,0.9590363621849758,1.6051449999999998,0.8910223176614518,0.26251861328775944,0.16354822354850151,0.4442972313216098,0.4701942319010368
GF180MCU,prospective_seed_5,5,typical,stopped,80,NOR2,NOR2_1,12,2.989450975372339,2.6812575,0.9246945799009537,0.6666005680447064,0.2486149010472535,1.3295080155599,1.5797548867187539
GF180MCU,prospective_seed_5,5,typical,stopped,80,NOR2,NOR2_4,12,0.9621684769555331,1.0977720000000002,0.8429241267110776,0.20824464456901007,0.18969753698309852,0.6843093083463527,1.1747777751302069
GF180MCU,prospective_seed_5,5,typical,stopped,80,OAI21,OAI21_1,12,2.9361758075432527,4.92848375,0.8393852457333483,1.0027564983181398,0.20346145978834562,1.731771226341145,1.7979254192708236
GF180MCU,prospective_seed_5,5,typical,stopped,80,OAI21,OAI21_4,12,0.8875693387395267,1.6354549999999997,0.8512440613596439,0.262088196657984,0.16025399455074218,0.5803227945312461,0.6176750963541622
GF180MCU,prospective_seed_5,5,typical,stopped,80,XOR2,XOR2_1,12,2.584203247932376,3.5949975000000003,0.9747674074697875,0.3447601371419258,0.09589996575572746,0.6612830759049456,0.7297316308593738
GF180MCU,prospective_seed_5,5,typical,stopped,80,XOR2,XOR2_4,12,0.6415656787618487,0.6045262500000006,0.6474160848902676,0.2541469451584192,0.42040679814717546,0.7422732440039053,0.7863914503906275
GF180MCU,prospective_seed_5,5,typical,full_96,96,AOI21,AOI21_1,12,2.864987542919498,4.39570375,0.9114651472139874,0.6724992035807308,0.15299011076001898,1.3750933563151104,1.6599363776041614
GF180MCU,prospective_seed_5,5,typical,full_96,96,AOI21,AOI21_4,12,1.2815861068917591,1.7419931250000003,0.8462687574021812,0.34041204241102313,0.19541526170548065,0.9333461939348945,1.0202459114583289
GF180MCU,prospective_seed_5,5,typical,full_96,96,INV,INV_1,12,1.4543752799108354,1.2782087500000001,-0.15017880587047272,1.2836323196180544,1.0042431016201807,2.412456735481766,2.5224601536458264
GF180MCU,prospective_seed_5,5,typical,full_96,96,INV,INV_4,12,1.0197836766808517,1.8245730125000001,0.7632831836794275,0.4065029158810769,0.22279344980779545,0.7868474227955735,0.8529683257291674
GF180MCU,prospective_seed_5,5,typical,full_96,96,MUX2,MUX2_1,12,1.441124220469908,1.7698975,-0.004422001657805152,1.1022346794053892,0.6227675215120589,2.6067547909765665,3.055639585937511
GF180MCU,prospective_seed_5,5,typical,full_96,96,MUX2,MUX2_4,12,0.9664701145382292,1.37978375,0.9229615537118878,0.2129016488867188,0.15430073653695284,0.4493574308033845,0.5090970416666649
GF180MCU,prospective_seed_5,5,typical,full_96,96,NAND2,NAND2_1,12,2.3988062733470668,3.9604212499999996,0.9005174762215071,0.5033548140516468,0.1270962815007739,1.466247733789053,1.5043794908854071
GF180MCU,prospective_seed_5,5,typical,full_96,96,NAND2,NAND2_4,12,1.0409878665973231,1.0345500000000003,0.8691310015706251,0.31870001294921985,0.30805665550163813,0.5843246236536435,0.5963656861979166
GF180MCU,prospective_seed_5,5,typical,full_96,96,NAND3,NAND3_1,12,2.8063440725776,3.9603987500000004,0.9343078010777769,0.5083963866753457,0.12836999978230618,1.250768135963535,1.8708604765624903
GF180MCU,prospective_seed_5,5,typical,full_96,96,NAND3,NAND3_4,12,0.9590363621849758,1.6051449999999998,0.8813047740988762,0.29217375480468727,0.18202327814913127,0.44792022049609176,0.4779125903124939
GF180MCU,prospective_seed_5,5,typical,full_96,96,NOR2,NOR2_1,12,2.989450975372339,2.6812575,0.907197520668143,0.7238275339192725,0.2699582318815975,1.5833767219401114,1.7351755911458335
GF180MCU,prospective_seed_5,5,typical,full_96,96,NOR2,NOR2_4,12,0.9621684769555331,1.0977720000000002,0.8511944739562547,0.19069922318359436,0.17371478156082895,0.6558581117187507,1.159017192708336
GF180MCU,prospective_seed_5,5,typical,full_96,96,OAI21,OAI21_1,12,2.9361758075432527,4.92848375,0.8632957652185536,0.9014525249565954,0.1829066647438161,1.5795754428385334,1.9711110885416527
GF180MCU,prospective_seed_5,5,typical,full_96,96,OAI21,OAI21_4,12,0.8875693387395267,1.6354549999999997,0.8850927509487914,0.23819112104600637,0.14564211246778813,0.48449118383723755,0.5618167434895796
GF180MCU,prospective_seed_5,5,typical,full_96,96,XOR2,XOR2_1,12,2.584203247932376,3.5949975000000003,0.9728654091305591,0.3155459367078972,0.08777361784198659,0.7113503875065089,0.7413760082031242
GF180MCU,prospective_seed_5,5,typical,full_96,96,XOR2,XOR2_4,12,0.6415656787618487,0.6045262500000006,0.7353409404689439,0.22056316869140669,0.36485292192259056,0.5989209650169307,0.8442785866406255
GF180MCU,prospective_seed_5,5,ff,stopped,80,AOI21,AOI21_1,12,1.7491537233783554,1.6364062500000012,0.9280061824478448,0.37080079606119626,0.22659458558117582,0.7620540454166609,0.8686180481770709
GF180MCU,prospective_seed_5,5,ff,stopped,80,AOI21,AOI21_4,12,0.6319062628900407,0.8811891249999999,0.812431012978828,0.1878810022265621,0.21321302873155876,0.5447334143554674,0.5746563079427061
GF180MCU,prospective_seed_5,5,ff,stopped,80,INV,INV_1,12,1.9002715515294544,3.6008116250000004,0.8014576599229187,0.6116173086588516,0.169855402713229,1.530633766341142,1.6216865377604117
GF180MCU,prospective_seed_5,5,ff,stopped,80,INV,INV_4,12,0.6602609183431026,0.9374518000000001,0.47839870405123663,0.3774141899999994,0.40259583479385225,0.8755983773762984,0.9420526147135396
GF180MCU,prospective_seed_5,5,ff,stopped,80,MUX2,MUX2_1,12,1.0961684788939838,1.8721299999999998,0.42582500088427255,0.698549159288195,0.3731306903303697,1.2470156040494804,1.6910198789062556
GF180MCU,prospective_seed_5,5,ff,stopped,80,MUX2,MUX2_4,12,0.5064388124864162,0.5642013749999997,0.8071764638642589,0.16433948142578048,0.2912780590543236,0.374187710746094,0.5438360474479207
GF180MCU,prospective_seed_5,5,ff,stopped,80,NAND2,NAND2_1,12,1.4784911758840469,1.320738,0.8682127389085346,0.4081464095269092,0.3090290500666364,0.9818153514713549,1.0625575453124994
GF180MCU,prospective_seed_5,5,ff,stopped,80,NAND2,NAND2_4,12,0.6220914415267208,0.7955721249999999,0.8769395812005039,0.14730451991319385,0.18515545641219378,0.3745834324635401,0.5274277949218728
GF180MCU,prospective_seed_5,5,ff,stopped,80,NAND3,NAND3_1,12,2.1166626937111777,2.3257112500000003,0.9023187186817395,0.5371106636827271,0.2309446900094442,1.05995570160157,1.1944401098958355
GF180MCU,prospective_seed_5,5,ff,stopped,80,NAND3,NAND3_4,12,0.8248902981500125,1.0041584375000006,0.8129635623424201,0.2859551828689231,0.28477098054451483,0.597730848040364,0.6208555114583323
GF180MCU,prospective_seed_5,5,ff,stopped,80,NOR2,NOR2_1,12,2.245602698990522,3.994008750000001,0.9387701936284982,0.48899648170573023,0.12243250135737185,0.8262273513411441,0.9307940598958293
GF180MCU,prospective_seed_5,5,ff,stopped,80,NOR2,NOR2_4,12,0.9401707875892534,1.3910330000000002,0.8475558765014917,0.28130241143446083,0.2022255485200285,0.6100282046380193,0.6378150462239578
GF180MCU,prospective_seed_5,5,ff,stopped,80,OAI21,OAI21_1,12,2.470536980427429,3.90595625,0.9160773201684067,0.5493914754774325,0.14065479496280392,1.2709745365234435,1.3370120260416805
GF180MCU,prospective_seed_5,5,ff,stopped,80,OAI21,OAI21_4,12,0.6457389724275144,0.9255354999999998,0.7479820137396378,0.2438291516145831,0.2634465686238757,0.5857754303437492,0.6663898274739566
GF180MCU,prospective_seed_5,5,ff,stopped,80,XOR2,XOR2_1,12,1.6022503410331697,2.1979362499999997,0.8839511491033284,0.4160186094401057,0.18927692258595114,0.9593215138020859,1.13985913411459
GF180MCU,prospective_seed_5,5,ff,stopped,80,XOR2,XOR2_4,12,0.6378232478033762,0.8142287499999998,0.8843034771999781,0.18331854285590365,0.22514378527643944,0.30739176454296957,0.31655184927083424
GF180MCU,prospective_seed_5,5,ff,full_96,96,AOI21,AOI21_1,12,1.7491537233783554,1.6364062500000012,0.9418237860280207,0.33087243134765626,0.20219455367373232,0.7053360801432301,0.7143697434895859
