sample_id,pdk,process_node_nm,cell_family,cell_variant,source_cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,model_corner,tphl_ns,tplh_ns,delay_avg_ns,power_avg_uW,spice_wall_time_s,status,fidelity,statistical_mode,mc_mm_switch,mc_pr_switch,released_spice_path,netlist_path,log_path,ngspice_returncode,candidate_id,seed,heldout_corner,query_order,batch_index
15100001,SKY130,130,AOI21,AOI21_1,A21OI_1,1,"A1_to_Y__A2=1,B1=0",1,3,6,1.9500000000000002,3.0,1.674784986908854,-34.23517767893184,0.302616540346598,0.0329563488040415,typical,tt,0.230032,0.755934,0.492983,0.62125,1.0861006670165807,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/a21oi/sky130_fd_sc_hd__a21oi_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/netlists/15100001_aoi21_1_typical.cir,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/logs/15100001_aoi21_1_typical.log,0,49,1,typical,1,1
15100002,SKY130,130,AOI21,AOI21_4,A21OI_4,4,"A1_to_Y__A2=1,B1=0",1,3,24,7.800000000000002,12.0,1.7314295561672466,94.79000354753128,9.840548604203716,0.006783097767476268,typical,tt,-0.10550899999999999,0.753991,0.324241,1.21357,3.207101958047133,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/a21oi/sky130_fd_sc_hd__a21oi_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/netlists/15100002_aoi21_4_typical.cir,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/logs/15100002_aoi21_4_typical.log,0,56,1,typical,2,1
15100003,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.6451861008264543,-0.5220535337825112,11.719441108181408,0.1609003074857428,typical,tt,2.37473,5.0346400000000004,3.7046850000000004,2.74044,0.5476552920299582,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/inv/sky130_fd_sc_hd__inv_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/netlists/15100003_inv_1_typical.cir,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/logs/15100003_inv_1_typical.log,0,2,1,typical,3,1
15100004,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.9656768382105847,-17.42327925841749,10.722012421547847,0.15256755132448807,typical,tt,0.20033800000000002,2.0725900000000004,1.1364640000000001,4.47271,1.3282768750214018,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/inv/sky130_fd_sc_hd__inv_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/netlists/15100004_inv_4_typical.cir,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/logs/15100004_inv_4_typical.log,0,8,1,typical,4,1
15100005,SKY130,130,MUX2,MUX2_1,MUX2_1,1,"A0_to_X__A1=0,S=0",0,3,12,2.75,3.1,1.6767472280345241,94.51545507568977,1.2308477512790137,0.15385866047591845,typical,tt,1.0180600000000002,1.2756800000000001,1.1468700000000003,2.79098,1.842272582987789,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/mux2/sky130_fd_sc_hd__mux2_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/netlists/15100005_mux2_1_typical.cir,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/logs/15100005_mux2_1_typical.log,0,74,1,typical,5,1
15100006,SKY130,130,MUX2,MUX2_4,MUX2_4,4,"A0_to_X__A1=0,S=0",0,3,18,5.8500000000000005,9.0,1.7531196915322038,-38.19225291563431,4.033942719623422,0.19132270753922365,typical,tt,1.37683,0.7604430000000001,1.0686365,3.9566,2.5889222089899704,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/mux2/sky130_fd_sc_hd__mux2_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/netlists/15100006_mux2_4_typical.cir,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/logs/15100006_mux2_4_typical.log,0,80,1,typical,6,1
15100007,SKY130,130,NAND2,NAND2_1,NAND2_1,1,A_to_Y__B=1,1,2,4,1.3,2.0,1.680148816587409,116.8286898630976,11.097274129888909,0.03888433440702323,typical,tt,1.03208,1.88442,1.45825,0.903151,0.803298500017263,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand2/sky130_fd_sc_hd__nand2_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/netlists/15100007_nand2_1_typical.cir,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/logs/15100007_nand2_1_typical.log,0,17,1,typical,7,1
15100008,SKY130,130,NAND2,NAND2_4,NAND2_4,4,A_to_Y__B=1,1,2,16,5.2,8.0,1.677282752794779,96.31124709509763,11.472511720426807,0.015422283725611177,typical,tt,-0.061353500000000005,0.858012,0.39832925,1.33578,2.2771614579833113,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand2/sky130_fd_sc_hd__nand2_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/netlists/15100008_nand2_4_typical.cir,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/logs/15100008_nand2_4_typical.log,0,21,1,typical,8,1
15100009,SKY130,130,NAND3,NAND3_1,NAND3_1,1,"A_to_Y__B=1,C=1",1,3,6,1.9500000000000002,3.0,1.6291242431552377,-18.39475436424635,2.9748693735703986,0.0036314547996289404,typical,tt,0.214228,0.68222,0.448224,0.0812363,1.0704628329840489,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand3/sky130_fd_sc_hd__nand3_1.spice,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/netlists/15100009_nand3_1_typical.cir,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/logs/15100009_nand3_1_typical.log,0,87,1,typical,9,1
15100010,SKY130,130,NAND3,NAND3_4,NAND3_4,4,"A_to_Y__B=1,C=1",1,3,24,7.800000000000002,12.0,1.8724984395363604,91.86415817154813,9.546154856564653,0.20019095064469136,typical,tt,1.05083,1.7583,1.4045649999999998,5.73835,3.316273916978389,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand3/sky130_fd_sc_hd__nand3_4.spice,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/netlists/15100010_nand3_4_typical.cir,results/sky130_cross_pdk_replication/online/runs/seed_1/corner_typical/logs/15100010_nand3_4_typical.log,0,92,1,typical,10,1
