sample_id,pdk,process_node_nm,cell_family,cell_variant,source_cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,model_corner,tphl_ns,tplh_ns,delay_avg_ns,power_avg_uW,spice_wall_time_s,status,fidelity,statistical_mode,mc_mm_switch,mc_pr_switch,released_spice_path,netlist_path,log_path,ngspice_returncode,candidate_id,seed,heldout_corner,query_order,batch_index,acquisition_phase
26520011,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.9715792349014285,-7.689806197086732,9.704433483266024,0.16245669277373287,ss,ss,2.18274,5.1665,3.6746200000000004,4.00789,0.8529274580068886,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520011_nor2_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520011_nor2_1_ss.log,0,27,5,ss,11,1,stopping_evaluation
26520012,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.883656640133623,-35.468381905648826,0.05327283904399405,0.05966452889380584,ss,ss,0.06846479999999999,0.35897999999999997,0.2137224,1.5399,2.187690125021618,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520012_nor2_4_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520012_nor2_4_ss.log,0,31,5,ss,12,1,stopping_evaluation
26520013,SKY130,130,OAI21,OAI21_1,O21AI_1,1,"A1_to_Y__A2=0,B1=1",1,3,6,1.9500000000000002,2.7,1.6607196716733834,-16.676616643901284,11.882563951785606,0.15668038135747,ss,ss,3.8636799999999996,8.174710000000001,6.019195,2.7516,1.031284415978007,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/o21ai/sky130_fd_sc_hd__o21ai_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520013_oai21_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520013_oai21_1_ss.log,0,60,5,ss,13,1,stopping_evaluation
26520014,SKY130,130,OAI21,OAI21_4,O21AI_4,4,"A1_to_Y__A2=0,B1=1",1,3,24,7.800000000000002,12.0,1.916702847521357,-39.15334956543355,1.2539174028338458,0.20442673660365943,ss,ss,0.537714,1.3833,0.9605069999999999,4.98916,2.6319882919779047,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/o21ai/sky130_fd_sc_hd__o21ai_4.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520014_oai21_4_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520014_oai21_4_ss.log,0,70,5,ss,14,1,stopping_evaluation
26520015,SKY130,130,XOR2,XOR2_1,XOR2_1,1,A_to_X__B=0,0,2,10,3.25,5.0,1.6662041792058722,112.9856008963472,8.878295698739645,0.19149000758045678,ss,ss,2.07158,4.561,3.3162900000000004,3.46432,1.4815120000275783,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/xor2/sky130_fd_sc_hd__xor2_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520015_xor2_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520015_xor2_1_ss.log,0,41,5,ss,15,1,stopping_evaluation
26520016,SKY130,130,XOR2,XOR2_4,XOR2_4,4,A_to_X__B=0,0,2,40,13.000000000000004,20.0,1.627560373497152,-33.457671171179705,10.040050694966482,0.05669017325788725,ss,ss,2.73631,1.4491999999999998,2.092755,1.27941,3.674636500014458,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/xor2/sky130_fd_sc_hd__xor2_4.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520016_xor2_4_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520016_xor2_4_ss.log,0,47,5,ss,16,1,stopping_evaluation
26520017,SKY130,130,AOI21,AOI21_1,A21OI_1,1,"A1_to_Y__A2=1,B1=0",1,3,6,1.9500000000000002,3.0,1.9647258910448522,-29.735784300025045,6.69024564943052,0.06736381683308186,ss,ss,1.38647,2.92983,2.15815,1.68328,0.9316502500441857,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/a21oi/sky130_fd_sc_hd__a21oi_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520017_aoi21_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520017_aoi21_1_ss.log,0,52,5,ss,17,2,stopping_evaluation
26520018,SKY130,130,AOI21,AOI21_4,A21OI_4,4,"A1_to_Y__A2=1,B1=0",1,3,24,7.800000000000002,12.0,1.6576189076721668,98.23802501833978,2.949147590825797,0.11278628464749363,ss,ss,0.95198,1.38195,1.166965,2.11642,3.1222755829803646,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/a21oi/sky130_fd_sc_hd__a21oi_4.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520018_aoi21_4_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520018_aoi21_4_ss.log,0,55,5,ss,18,2,stopping_evaluation
26520019,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.817629385422503,123.78520736197899,0.6041131846679915,0.023473800401755247,ss,ss,0.262478,0.366064,0.314271,0.507431,0.49342845898354426,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/inv/sky130_fd_sc_hd__inv_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520019_inv_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520019_inv_1_ss.log,0,1,5,ss,19,2,stopping_evaluation
26520020,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.8824275097687297,37.32345723816263,10.429198266594282,0.1990209390754485,ss,ss,1.28905,2.7166699999999997,2.0028599999999996,4.60967,1.1626347080455162,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/inv/sky130_fd_sc_hd__inv_4.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520020_inv_4_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520020_inv_4_ss.log,0,9,5,ss,20,2,stopping_evaluation
