support_budget,prequential_delay_nmae,prediction_change_nmae,coverage_radius_ratio,eligible,two_consecutive_eligible
0,,,1.0,False,False
16,1.2194430542012475,0.9674695888447694,1.0279009795903546,False,False
32,0.38847547448814357,0.27552492677119655,0.5605996638370915,False,False
48,0.40612397211581114,0.1062281415878569,0.5076462202720738,False,False
64,0.1850807391685092,0.041900311214873906,0.4074219455751295,True,False
80,0.36843323555554364,0.04326043223041148,0.37667137622627117,False,False
96,0.22957874502675213,0.02484145722533435,0.0,True,False
