seed,heldout_corner,strategy,spice_queries,successful_support_rows,failed_queries,cumulative_spice_wall_time_s,support_balance_range,support_inv,support_nand2,support_nor2,support_xor2,delay_r2,delay_mae,delay_rmse,power_r2,power_mae,power_rmse,delay_r2_inv,delay_r2_nand2,delay_r2_nor2,delay_r2_xor2,worst_cell_delay_r2,spearman,kendall_tau,top20_precision,top20_recall,ndcg_top20
1,ff,cell_balanced_random,0,0,0,0.0,0,0,0,0,0,0.29238406607911194,0.11828004584299046,0.13663428440226894,0.9439051888259642,0.5718135834309892,0.7918679033759151,-0.2598543225934127,-1.0516328064147373e-05,0.6496956810318812,0.07077758803726775,-0.2598543225934127,0.9768369858197585,0.8734276729559748,0.90625,0.90625,0.9960236677821602
1,ff,cell_balanced_random,4,4,0,2.4342976250336505,0,1,1,1,1,0.5320233036159991,0.08926579584991942,0.11111507874616505,0.9441547078667041,0.5695994429492183,0.790104760497608,0.1169101599715312,0.24896274190884848,0.7687009071424301,0.49803344677428285,0.1169101599715312,0.9783956404547053,0.8783018867924528,0.875,0.875,0.995659774683572
1,ff,cell_balanced_random,8,8,0,4.81493045805837,0,2,2,2,2,0.6168794076325084,0.0787904140473524,0.10053762750982571,0.9451407261357375,0.5633842364431418,0.7830985545601685,0.2089498332696884,0.34901809224194313,0.851037592637231,0.5936620200327558,0.2089498332696884,0.9775166998710887,0.8745283018867924,0.875,0.875,0.9953420476545123
1,ff,cell_balanced_random,12,12,0,7.190725416090572,0,3,3,3,3,0.6585429044097598,0.07086038931367185,0.0949137113613907,0.9431437438828044,0.5727244545746524,0.7972242935118055,0.20818800305677054,0.4783113219368692,0.8604663022781831,0.6917353221347686,0.20818800305677054,0.9775694363061058,0.8756289308176101,0.875,0.875,0.9956536034820556
1,ff,cell_balanced_random,16,16,0,9.58069762410014,0,4,4,4,4,0.803909668007004,0.05726145371655812,0.07192650794214273,0.9448404754305909,0.5647206334982636,0.7852386216512787,0.5965761759252106,0.6511527191422379,0.9005012824413156,0.8520359822212514,0.5965761759252106,0.9811877417086604,0.8842767295597485,0.90625,0.90625,0.9954694339244896
1,ff,cell_balanced_random,20,20,0,11.973190707096364,0,5,5,5,5,0.8168723436345193,0.051337336514554396,0.06950848991208863,0.94481238863244,0.5739244027886282,0.7854385148883535,0.5858012832821254,0.6668878549603626,0.9239438233310415,0.8665970227806116,0.5858012832821254,0.9804816594398219,0.8830188679245283,0.90625,0.90625,0.9958374766756263
1,ff,cell_balanced_random,24,24,0,14.374764330073958,0,6,6,6,6,0.827623904018971,0.04930051374752602,0.0674371805829775,0.9446073070182995,0.5723500962131068,0.7868965380408338,0.605484885381131,0.6997103029154799,0.915364214678519,0.8970426501222021,0.605484885381131,0.9786065861947734,0.8764150943396227,0.90625,0.90625,0.9957442107340673
1,ff,cell_balanced_random,28,28,0,16.77824207910453,0,7,7,7,7,0.7939409615133286,0.050771148429947864,0.07373211966263382,0.9468771552595163,0.5616443774891493,0.7706054154532288,0.5555015653380009,0.5888482520376755,0.9246909915079162,0.8341170292927749,0.5555015653380009,0.9805021680534396,0.8806603773584906,0.90625,0.90625,0.9956006632076053
1,ff,cell_balanced_random,32,32,0,19.189394205081044,0,8,8,8,8,0.8287084449611724,0.04676761448802082,0.06722469813952583,0.9464327814945495,0.5580687638085932,0.7738217688710313,0.6281389167477205,0.7051196831542056,0.9284932644325069,0.84893478610347,0.6281389167477205,0.9829661314895114,0.890251572327044,0.90625,0.90625,0.9964644151937307
1,ff,cell_balanced_random,36,36,0,21.592929498117883,0,9,9,9,9,0.8225280012183185,0.04725140983595918,0.06842673295678224,0.9448481912643849,0.5625856429101564,0.7851836992907802,0.6196987220301263,0.6783022835772003,0.9291690978928215,0.8436792608203836,0.6196987220301263,0.9833440759404664,0.8921383647798743,0.90625,0.90625,0.9964501264892563
1,ff,cell_balanced_random,40,40,0,23.995060164132155,0,10,10,10,10,0.8578331342724372,0.04466900823999563,0.061243510858127494,0.9504707930301056,0.5526992292013889,0.744084198915279,0.6602580917677915,0.7953078340873048,0.9401948236459682,0.8756718108392983,0.6602580917677915,0.9849583968123755,0.8965408805031446,0.875,0.875,0.9954980716003358
1,ff,cell_balanced_random,44,44,0,26.442963122099172,0,11,11,11,11,0.8970049537325884,0.03845053941139322,0.05212775881899585,0.9498862001118374,0.5454979492730032,0.7484625280252718,0.8229645380781987,0.8436270238076082,0.9307083526889774,0.9059411703138549,0.8229645380781987,0.9862709480839096,0.9006289308176101,0.875,0.875,0.9954209896020747
1,ff,cell_balanced_random,48,48,0,28.85569928906625,0,12,12,12,12,0.9000549720204192,0.03867754682710504,0.05135012223122941,0.9516574761507264,0.5438238027464661,0.7351163040321811,0.8387882152554728,0.8501032565914066,0.9349315207843671,0.8926655218831279,0.8387882152554728,0.9861625454119302,0.8992138364779875,0.875,0.875,0.9954239950418773
