experiment,seed,target,model,feature_set,train_rows,test_rows,r2,mae,rmse,mape_pct
repeated_random_split,0,delay_avg_ns,Ridge,full,384,96,0.6143903559154024,0.10479284526768629,0.17615750090077828,46.702836703435906
repeated_random_split,0,delay_avg_ns,SVR_RBF,full,384,96,0.9086682650267179,0.055644917760712224,0.08573103183375233,19.114522807393055
repeated_random_split,0,delay_avg_ns,RandomForest,full,384,96,0.7852612596192785,0.06517249348448782,0.13145660063295872,18.932871063195293
repeated_random_split,0,delay_avg_ns,ExtraTrees,full,384,96,0.8957641289487465,0.046359466841319426,0.09158741403176913,14.1520717044699
repeated_random_split,0,delay_avg_ns,GradientBoosting,full,384,96,0.8800072504282498,0.04916277477727634,0.0982663216086396,13.525936790173906
repeated_random_split,0,delay_avg_ns,HistGradientBoosting,full,384,96,0.8630998260165543,0.052342125936603236,0.10496129901670674,15.789824121455196
repeated_random_split,0,delay_avg_ns,MLP,full,384,96,0.815781454494434,0.07835387066496374,0.12175698109266327,28.632635655979406
repeated_random_split,0,power_avg_uW,Ridge,full,384,96,0.9664584104089078,0.43566171411950955,0.569462758743252,10.451338098979104
repeated_random_split,0,power_avg_uW,SVR_RBF,full,384,96,0.9895862747538748,0.2054500433189428,0.3173047437693008,5.444073871023018
repeated_random_split,0,power_avg_uW,RandomForest,full,384,96,0.9462339769253795,0.5182885010903643,0.7209870503298776,10.55136936946974
repeated_random_split,0,power_avg_uW,ExtraTrees,full,384,96,0.9574183114762989,0.4883653835329855,0.6416304213617926,10.473149627297108
repeated_random_split,0,power_avg_uW,GradientBoosting,full,384,96,0.9789871566424477,0.2970850457214491,0.4507294331078128,6.433832660330181
repeated_random_split,0,power_avg_uW,HistGradientBoosting,full,384,96,0.9747276263885599,0.33440813960215027,0.4943067306598503,6.501080146747422
repeated_random_split,0,power_avg_uW,MLP,full,384,96,0.9780906319321319,0.3649554318923552,0.46024431533115256,10.230957797977004
repeated_random_split,1,delay_avg_ns,Ridge,full,384,96,0.680597174425547,0.10042743498915396,0.1772634260286438,33.592169718220674
repeated_random_split,1,delay_avg_ns,SVR_RBF,full,384,96,0.9128563750682109,0.05607656359889318,0.09259074374373089,15.247742833551433
repeated_random_split,1,delay_avg_ns,RandomForest,full,384,96,0.8041626658538793,0.07651354832927915,0.13880256963390047,21.341764764229644
repeated_random_split,1,delay_avg_ns,ExtraTrees,full,384,96,0.9021745419318535,0.05329041243806221,0.09810151334510345,14.384639656940138
repeated_random_split,1,delay_avg_ns,GradientBoosting,full,384,96,0.9215037619175055,0.049810088149710025,0.0878767898679288,12.971987732544491
repeated_random_split,1,delay_avg_ns,HistGradientBoosting,full,384,96,0.8944009015299331,0.05610523695845954,0.10192479982019585,16.019217426780518
repeated_random_split,1,delay_avg_ns,MLP,full,384,96,0.873982931730125,0.06915327062651618,0.11134339203199396,25.545934490268735
repeated_random_split,1,power_avg_uW,Ridge,full,384,96,0.963307891396604,0.42470633025590737,0.5589980960935328,9.138752368247362
repeated_random_split,1,power_avg_uW,SVR_RBF,full,384,96,0.9892012281748087,0.21862820713492107,0.3032572385252124,4.9122052469592505
repeated_random_split,1,power_avg_uW,RandomForest,full,384,96,0.9381132991600026,0.5800489847490505,0.7259766612196863,12.369596812481946
repeated_random_split,1,power_avg_uW,ExtraTrees,full,384,96,0.9451284978834403,0.5182257197476859,0.6835927029815135,11.328444288995838
repeated_random_split,1,power_avg_uW,GradientBoosting,full,384,96,0.9735057660631332,0.33744107256462136,0.47500663601464777,7.491330308431348
repeated_random_split,1,power_avg_uW,HistGradientBoosting,full,384,96,0.9790537987719512,0.30070114290534594,0.4223540171819885,6.6398300328165165
repeated_random_split,1,power_avg_uW,MLP,full,384,96,0.992633648209825,0.2051976483201837,0.2504668311661176,4.5559765012475415
repeated_random_split,2,delay_avg_ns,Ridge,full,384,96,0.6991349742357887,0.10460394489310143,0.15449534673258924,52.078558460023835
repeated_random_split,2,delay_avg_ns,SVR_RBF,full,384,96,0.9385937822179097,0.045948254016333824,0.06979683421618532,17.800024210259377
repeated_random_split,2,delay_avg_ns,RandomForest,full,384,96,0.8221636259199943,0.06567189315446854,0.11877905012696967,22.206086888095236
repeated_random_split,2,delay_avg_ns,ExtraTrees,full,384,96,0.8579828983915181,0.05926506134337386,0.10614508103911707,22.201480156567598
repeated_random_split,2,delay_avg_ns,GradientBoosting,full,384,96,0.8731670073966884,0.051842805578954286,0.1003103325736654,16.015598190969083
repeated_random_split,2,delay_avg_ns,HistGradientBoosting,full,384,96,0.8981773583263203,0.047608129430792866,0.08987765454709834,13.822542701597772
repeated_random_split,2,delay_avg_ns,MLP,full,384,96,0.6752083311586183,0.10373443785153263,0.1605210496074763,44.629464594419034
repeated_random_split,2,power_avg_uW,Ridge,full,384,96,0.9542440786313573,0.4755953641425777,0.647641223345162,11.525924640533185
repeated_random_split,2,power_avg_uW,SVR_RBF,full,384,96,0.9836181754959414,0.2676624644645793,0.387518077149236,8.51735477762393
repeated_random_split,2,power_avg_uW,RandomForest,full,384,96,0.9562394528120257,0.48974832258981543,0.6333622924901415,10.576391005218145
repeated_random_split,2,power_avg_uW,ExtraTrees,full,384,96,0.9671468472867976,0.3857819195572894,0.5487813682891992,7.534638108881035
repeated_random_split,2,power_avg_uW,GradientBoosting,full,384,96,0.977410824785045,0.3410132190029031,0.4550519911251592,7.8723688472248226
repeated_random_split,2,power_avg_uW,HistGradientBoosting,full,384,96,0.9848019485305687,0.28094567225540584,0.3732542723401637,6.027003146721782
repeated_random_split,2,power_avg_uW,MLP,full,384,96,0.9830846899955988,0.2862105353258519,0.3937774231802738,6.878405091678872
repeated_random_split,3,delay_avg_ns,Ridge,full,384,96,0.6626912999954298,0.10018176621043952,0.16799774857893254,42.766594860420575
repeated_random_split,3,delay_avg_ns,SVR_RBF,full,384,96,0.9038754941830689,0.049723255464702056,0.08968230258251093,16.214010398951732
repeated_random_split,3,delay_avg_ns,RandomForest,full,384,96,0.7476415978988509,0.07329766503309941,0.1453110277942302,22.9237606953291
repeated_random_split,3,delay_avg_ns,ExtraTrees,full,384,96,0.8633321537507433,0.05363030456903933,0.1069357366132599,16.73506942644446
repeated_random_split,3,delay_avg_ns,GradientBoosting,full,384,96,0.790406309461772,0.05997814991155293,0.13242768666053917,15.209893281143927
repeated_random_split,3,delay_avg_ns,HistGradientBoosting,full,384,96,0.8098601551848079,0.061636199237656175,0.126132283336649,16.290136177416194
repeated_random_split,3,delay_avg_ns,MLP,full,384,96,0.8708826945275014,0.07122265749005885,0.1039398096823841,28.88981488119971
repeated_random_split,3,power_avg_uW,Ridge,full,384,96,0.9643500006144536,0.4286023293400005,0.5473843048063105,11.725560108051488
repeated_random_split,3,power_avg_uW,SVR_RBF,full,384,96,0.988250554679136,0.2460195505714774,0.3142470862956639,7.452757225970381
repeated_random_split,3,power_avg_uW,RandomForest,full,384,96,0.909126591508968,0.6511497066239612,0.8739387301482152,14.43263233748133
repeated_random_split,3,power_avg_uW,ExtraTrees,full,384,96,0.9484451601050813,0.4544509693576386,0.6582597470906081,10.259707123255955
repeated_random_split,3,power_avg_uW,GradientBoosting,full,384,96,0.9730840773623559,0.3645314811486868,0.4756277805421525,7.8348310407698785
repeated_random_split,3,power_avg_uW,HistGradientBoosting,full,384,96,0.9664641602802365,0.3794879975538472,0.530905433367491,7.709266210638828
repeated_random_split,3,power_avg_uW,MLP,full,384,96,0.9874454636424735,0.25302962931703726,0.3248350745599306,6.305463064024032
repeated_random_split,4,delay_avg_ns,Ridge,full,384,96,0.6836856037180262,0.08414866769699686,0.1540329545661704,31.863689345457885
repeated_random_split,4,delay_avg_ns,SVR_RBF,full,384,96,0.9376488030135482,0.04366819097154621,0.06838747426990874,16.481571279162328
repeated_random_split,4,delay_avg_ns,RandomForest,full,384,96,0.7854459653169812,0.06737510463011415,0.1268593581329822,22.424072313959876
repeated_random_split,4,delay_avg_ns,ExtraTrees,full,384,96,0.8892931468388123,0.051318849302223905,0.09112581380226942,16.67854723071808
repeated_random_split,4,delay_avg_ns,GradientBoosting,full,384,96,0.8519303397803826,0.052002051070123866,0.10538703999473004,14.019531080524427
repeated_random_split,4,delay_avg_ns,HistGradientBoosting,full,384,96,0.855460352963963,0.057147290495587415,0.1041232371472876,18.300407519102436
repeated_random_split,4,delay_avg_ns,MLP,full,384,96,0.8454379020811286,0.0710756527781734,0.10767271615584965,28.816757212816245
repeated_random_split,4,power_avg_uW,Ridge,full,384,96,0.9640621952721891,0.4372635425945705,0.5757109188344754,11.6603503184626
repeated_random_split,4,power_avg_uW,SVR_RBF,full,384,96,0.9835050258561888,0.2587946492011997,0.3900358380427595,8.542597334068136
repeated_random_split,4,power_avg_uW,RandomForest,full,384,96,0.9492278666313883,0.5325768394854685,0.6842919013216978,10.410538869462512
repeated_random_split,4,power_avg_uW,ExtraTrees,full,384,96,0.9679963735448407,0.4404326193518517,0.5432857204879608,9.060080269021356
repeated_random_split,4,power_avg_uW,GradientBoosting,full,384,96,0.9789659998857867,0.3246903513466849,0.44044291671626123,7.045437668664254
repeated_random_split,4,power_avg_uW,HistGradientBoosting,full,384,96,0.9803237495414936,0.3125151528389043,0.42599045194034035,6.315459907880312
repeated_random_split,4,power_avg_uW,MLP,full,384,96,0.9864285848816007,0.2824729578555447,0.35378650372381126,7.35599646873059
repeated_random_split,5,delay_avg_ns,Ridge,full,384,96,0.6590583374828862,0.09852374504000243,0.16796100049372095,38.75406702440935
repeated_random_split,5,delay_avg_ns,SVR_RBF,full,384,96,0.9042876734619588,0.05481556819057363,0.08899228380032317,16.892570602103994
repeated_random_split,5,delay_avg_ns,RandomForest,full,384,96,0.8550600506701101,0.060382444697506164,0.10951219107604149,17.8483709623726
repeated_random_split,5,delay_avg_ns,ExtraTrees,full,384,96,0.8634275901513808,0.05623880437128809,0.10630407234837894,16.732878463855695
repeated_random_split,5,delay_avg_ns,GradientBoosting,full,384,96,0.9052528255183314,0.04443418876437496,0.08854245295600563,12.555911265751787
repeated_random_split,5,delay_avg_ns,HistGradientBoosting,full,384,96,0.9017971414358857,0.04552253359125654,0.09014268306211785,12.000200132845466
repeated_random_split,5,delay_avg_ns,MLP,full,384,96,0.8667074125735177,0.07147493658668376,0.10501985513039473,27.98309050196754
repeated_random_split,5,power_avg_uW,Ridge,full,384,96,0.9616046860582124,0.4412441273707522,0.5777741979849174,11.83744042200191
repeated_random_split,5,power_avg_uW,SVR_RBF,full,384,96,0.9843265054959521,0.25660690721851603,0.3691492155485237,6.383954250855874
repeated_random_split,5,power_avg_uW,RandomForest,full,384,96,0.9364260582594917,0.5513992708825229,0.7434617021795561,10.231857799943766
repeated_random_split,5,power_avg_uW,ExtraTrees,full,384,96,0.9633102650188672,0.4313055995746525,0.5647956189336351,8.71373799707486
repeated_random_split,5,power_avg_uW,GradientBoosting,full,384,96,0.970807272968764,0.37548433450048774,0.5037979141707359,6.279719713077611
repeated_random_split,5,power_avg_uW,HistGradientBoosting,full,384,96,0.9780032009321062,0.31668937925384255,0.43731943239892107,6.373571907910344
repeated_random_split,5,power_avg_uW,MLP,full,384,96,0.9907295727203699,0.22087434231611391,0.2839022978599249,5.001474354926105
repeated_random_split,6,delay_avg_ns,Ridge,full,384,96,0.6516250537882116,0.10492676939582468,0.1827504449127857,34.48840203106068
repeated_random_split,6,delay_avg_ns,SVR_RBF,full,384,96,0.8770205497109503,0.05872934004643265,0.10858035552271665,15.102700104482093
repeated_random_split,6,delay_avg_ns,RandomForest,full,384,96,0.7498134688917513,0.07952835214562821,0.15486987520289205,19.1769336713313
repeated_random_split,6,delay_avg_ns,ExtraTrees,full,384,96,0.805019207006029,0.0655126809898438,0.13671963861990669,15.928520604249771
repeated_random_split,6,delay_avg_ns,GradientBoosting,full,384,96,0.8299901738839489,0.057755647309402504,0.12766504339361054,12.751047318715752
repeated_random_split,6,delay_avg_ns,HistGradientBoosting,full,384,96,0.8476157876075097,0.05994826150373883,0.12086622914775712,14.89506882809781
repeated_random_split,6,delay_avg_ns,MLP,full,384,96,0.8409070467137212,0.07791688201995733,0.12349815159330833,22.93720818480641
repeated_random_split,6,power_avg_uW,Ridge,full,384,96,0.9670762427869274,0.4188750199086367,0.5522170180459596,10.498982457130221
repeated_random_split,6,power_avg_uW,SVR_RBF,full,384,96,0.9863492185414856,0.24782340709261952,0.35557715286448405,5.863911070750617
repeated_random_split,6,power_avg_uW,RandomForest,full,384,96,0.9570445147928293,0.4740544939130147,0.6307603794137259,8.74736430796443
repeated_random_split,6,power_avg_uW,ExtraTrees,full,384,96,0.9736617237502025,0.38618901931423616,0.49391107611714297,7.317305296192907
repeated_random_split,6,power_avg_uW,GradientBoosting,full,384,96,0.9752737895220436,0.37021825290825533,0.47855721923367,6.900041009999905
repeated_random_split,6,power_avg_uW,HistGradientBoosting,full,384,96,0.9802680781867434,0.3242917134062074,0.42750360780579194,6.294004691613909
repeated_random_split,6,power_avg_uW,MLP,full,384,96,0.990816656458785,0.23327714361093607,0.2916456524748449,5.830758082290599
repeated_random_split,7,delay_avg_ns,Ridge,full,384,96,0.6296741218066244,0.10547343745538422,0.19115247392738094,41.74032265134438
repeated_random_split,7,delay_avg_ns,SVR_RBF,full,384,96,0.9215220605972655,0.045051020414629085,0.08799574814202712,15.293532759734054
repeated_random_split,7,delay_avg_ns,RandomForest,full,384,96,0.7785473541336102,0.07629105523256631,0.14781834282972156,21.60519346204812
repeated_random_split,7,delay_avg_ns,ExtraTrees,full,384,96,0.8584190362831069,0.05626831033356066,0.11819261037648539,15.617320320397432
repeated_random_split,7,delay_avg_ns,GradientBoosting,full,384,96,0.8784878791577707,0.05540938615850973,0.10949585847187013,15.324781615634194
repeated_random_split,7,delay_avg_ns,HistGradientBoosting,full,384,96,0.8372804295851515,0.05445989334361576,0.12670909437888192,14.023613945811602
repeated_random_split,7,delay_avg_ns,MLP,full,384,96,0.8156308801225012,0.08333350432343349,0.13487516334377112,30.089383396452803
repeated_random_split,7,power_avg_uW,Ridge,full,384,96,0.9653930885864053,0.4621484839160846,0.6347412779686119,10.564583832045793
repeated_random_split,7,power_avg_uW,SVR_RBF,full,384,96,0.9902234060115659,0.240734734038044,0.3373720586111947,5.698237862479447
repeated_random_split,7,power_avg_uW,RandomForest,full,384,96,0.9450425248562646,0.5922674640903098,0.7998871267142181,11.199129166495151
repeated_random_split,7,power_avg_uW,ExtraTrees,full,384,96,0.9611020552419669,0.4863014042824066,0.6729435717187922,8.900514228511824
repeated_random_split,7,power_avg_uW,GradientBoosting,full,384,96,0.9759891876403937,0.3509655145041717,0.5287114894736065,6.585183925266204
repeated_random_split,7,power_avg_uW,HistGradientBoosting,full,384,96,0.973395410718744,0.3903560972311491,0.5565364336024964,7.5073244936487455
repeated_random_split,7,power_avg_uW,MLP,full,384,96,0.9923337023644284,0.24313422812317528,0.29875016884797073,5.970843094036634
