experiment,seed,target,model,feature_set,train_rows,test_rows,r2,mae,rmse,mape_pct
learning_curve,0,delay_avg_ns,GradientBoosting,full,40,96,0.37235847577381675,0.11875404886446901,0.2247413737164599,42.12402516179918
learning_curve,0,power_avg_uW,GradientBoosting,full,40,96,0.8026409876801582,1.0045790223402336,1.381344455695373,23.152852549502455
learning_curve,0,delay_avg_ns,GradientBoosting,full,80,96,0.5390466151900308,0.09260558177988303,0.19259974203913952,24.22387068682967
learning_curve,0,power_avg_uW,GradientBoosting,full,80,96,0.9184282376471001,0.6453879163515369,0.8880622922921458,12.884698464750976
learning_curve,0,delay_avg_ns,GradientBoosting,full,120,96,0.6879050081256366,0.07939824564511312,0.15847858933583747,22.62877850856082
learning_curve,0,power_avg_uW,GradientBoosting,full,120,96,0.9192193750049208,0.64959595740136,0.8837452892809193,14.456510830650393
learning_curve,0,delay_avg_ns,GradientBoosting,full,160,96,0.7037268168282865,0.06445904320522698,0.15440926962882814,16.5096275573405
learning_curve,0,power_avg_uW,GradientBoosting,full,160,96,0.9549942071416809,0.4535836770764778,0.6596411131050935,8.974409114781375
learning_curve,0,delay_avg_ns,GradientBoosting,full,240,96,0.7979727085939958,0.052532813137566615,0.12750646853988412,13.172148939547078
learning_curve,0,power_avg_uW,GradientBoosting,full,240,96,0.9718101972582194,0.3730927403462112,0.5220589262726244,7.155503952772685
learning_curve,0,delay_avg_ns,GradientBoosting,full,320,96,0.8102241356952569,0.057706640788611985,0.12357985631747118,14.438860380880755
learning_curve,0,power_avg_uW,GradientBoosting,full,320,96,0.9744639932834557,0.34455832905522343,0.4968782644813235,6.76648088010429
learning_curve,0,delay_avg_ns,GradientBoosting,full,384,96,0.8800072504282498,0.04916277477727634,0.0982663216086396,13.525936790173906
learning_curve,0,power_avg_uW,GradientBoosting,full,384,96,0.9789871566424477,0.2970850457214491,0.4507294331078128,6.433832660330181
learning_curve,1,delay_avg_ns,GradientBoosting,full,40,96,0.5052425304017218,0.11387542023690099,0.22062053924147398,31.32119613636392
learning_curve,1,power_avg_uW,GradientBoosting,full,40,96,0.6977298725253738,1.2005690771459443,1.604433081935399,26.91787306372219
learning_curve,1,delay_avg_ns,GradientBoosting,full,80,96,0.6397910605654402,0.1031134741977618,0.18824654116888676,26.407051195906046
learning_curve,1,power_avg_uW,GradientBoosting,full,80,96,0.8320842961784377,0.9348685011931938,1.1958305677755332,19.067441171629575
learning_curve,1,delay_avg_ns,GradientBoosting,full,120,96,0.7002432365337727,0.096781637407591,0.1717252895756115,28.03380345907001
learning_curve,1,power_avg_uW,GradientBoosting,full,120,96,0.9188137190212301,0.5889500357769296,0.8315058658889223,13.493149284623007
learning_curve,1,delay_avg_ns,GradientBoosting,full,160,96,0.7364953781237396,0.07705837574253409,0.1610066746823445,18.935363527804082
learning_curve,1,power_avg_uW,GradientBoosting,full,160,96,0.9270379261966011,0.5985141770262752,0.7882656072333742,11.590553683075456
learning_curve,1,delay_avg_ns,GradientBoosting,full,240,96,0.8735615604787226,0.060441636022538596,0.11152938965421083,15.697219653639069
learning_curve,1,power_avg_uW,GradientBoosting,full,240,96,0.9640938265934155,0.43416164404850344,0.5529788939997874,8.917649549125596
learning_curve,1,delay_avg_ns,GradientBoosting,full,320,96,0.8754713550728016,0.06055232776565459,0.1106838846452739,15.099505450231485
learning_curve,1,power_avg_uW,GradientBoosting,full,320,96,0.9660180100264122,0.3976900550971536,0.5379580333998928,8.078581947257119
learning_curve,1,delay_avg_ns,GradientBoosting,full,384,96,0.9215037619175055,0.049810088149710025,0.0878767898679288,12.971987732544491
learning_curve,1,power_avg_uW,GradientBoosting,full,384,96,0.9735057660631332,0.33744107256462136,0.47500663601464777,7.491330308431348
learning_curve,2,delay_avg_ns,GradientBoosting,full,40,96,0.560002331437063,0.09484810644723611,0.1868334950372577,29.870265173540773
learning_curve,2,power_avg_uW,GradientBoosting,full,40,96,0.8459639760246986,0.9275235565369586,1.1882887402594347,19.530482580013487
learning_curve,2,delay_avg_ns,GradientBoosting,full,80,96,0.6671958918247232,0.08318042187827367,0.1624889715085391,27.887674118186894
learning_curve,2,power_avg_uW,GradientBoosting,full,80,96,0.9049854450761244,0.6695137353444398,0.9332669818144415,15.753594492614917
learning_curve,2,delay_avg_ns,GradientBoosting,full,120,96,0.7632469864677502,0.07828517499163944,0.13704945356538847,27.380107782087975
learning_curve,2,power_avg_uW,GradientBoosting,full,120,96,0.9289123368405623,0.6368749855760468,0.8072498091116591,15.253549191310235
learning_curve,2,delay_avg_ns,GradientBoosting,full,160,96,0.8164409692703263,0.0656453566905064,0.12067503357935148,22.172135816985215
learning_curve,2,power_avg_uW,GradientBoosting,full,160,96,0.9575276943027066,0.4513894639938283,0.6239700595309731,8.904638764969091
learning_curve,2,delay_avg_ns,GradientBoosting,full,240,96,0.7982565415877398,0.06521325849118534,0.12651128914668244,21.0052107810859
learning_curve,2,power_avg_uW,GradientBoosting,full,240,96,0.9647148689953972,0.40926348417049496,0.5687307353964026,9.480054561895866
learning_curve,2,delay_avg_ns,GradientBoosting,full,320,96,0.8810352597198193,0.05217392678844194,0.09714907746306535,16.580793439445625
learning_curve,2,power_avg_uW,GradientBoosting,full,320,96,0.9741511342795258,0.34980542608760956,0.4867787119711652,7.167147556670499
learning_curve,2,delay_avg_ns,GradientBoosting,full,384,96,0.8731670073966884,0.051842805578954286,0.1003103325736654,16.015598190969083
learning_curve,2,power_avg_uW,GradientBoosting,full,384,96,0.977410824785045,0.3410132190029031,0.4550519911251592,7.8723688472248226
learning_curve,3,delay_avg_ns,GradientBoosting,full,40,96,0.5283103772661,0.10983373325337598,0.19866339412930897,36.62253603852095
learning_curve,3,power_avg_uW,GradientBoosting,full,40,96,0.8156101149812222,0.9718353177227951,1.2448904178030977,26.378103432041446
learning_curve,3,delay_avg_ns,GradientBoosting,full,80,96,0.5767113001210296,0.09202864002048501,0.1881949768914865,31.82303518419661
learning_curve,3,power_avg_uW,GradientBoosting,full,80,96,0.9053942469386347,0.6366973803370225,0.8917053059789545,15.566149048485107
learning_curve,3,delay_avg_ns,GradientBoosting,full,120,96,0.7139884541221987,0.0776331513789287,0.15469685082218806,20.970594202713443
learning_curve,3,power_avg_uW,GradientBoosting,full,120,96,0.8887799227253519,0.6452540389571454,0.9668390291227752,14.446879765848594
learning_curve,3,delay_avg_ns,GradientBoosting,full,160,96,0.776415288560869,0.06266417466948156,0.13677626555936842,17.293549535742393
learning_curve,3,power_avg_uW,GradientBoosting,full,160,96,0.9562004687411954,0.4664299611549952,0.6067325696909815,10.86422143217532
learning_curve,3,delay_avg_ns,GradientBoosting,full,240,96,0.7749162290226664,0.06796395787944261,0.13723401876995814,19.214898744201676
learning_curve,3,power_avg_uW,GradientBoosting,full,240,96,0.9646626084774101,0.398070654657148,0.5449790675479105,8.227309525283518
learning_curve,3,delay_avg_ns,GradientBoosting,full,320,96,0.8180524571791339,0.062129974201769966,0.12338511993784448,17.83659858817396
learning_curve,3,power_avg_uW,GradientBoosting,full,320,96,0.9657938384498189,0.42485712710916074,0.5361851090682226,8.420266480700327
learning_curve,3,delay_avg_ns,GradientBoosting,full,384,96,0.790406309461772,0.05997814991155293,0.13242768666053917,15.209893281143927
learning_curve,3,power_avg_uW,GradientBoosting,full,384,96,0.9730840773623559,0.3645314811486868,0.4756277805421525,7.8348310407698785
learning_curve,4,delay_avg_ns,GradientBoosting,full,40,96,0.48312706974085107,0.11452874675887235,0.19690015620525445,42.50093380785917
learning_curve,4,power_avg_uW,GradientBoosting,full,40,96,0.7505083715470229,1.199725957301859,1.5168990622637057,25.104696453460612
learning_curve,4,delay_avg_ns,GradientBoosting,full,80,96,0.727386748571498,0.07004416317772344,0.1429972376469236,23.847319779202728
learning_curve,4,power_avg_uW,GradientBoosting,full,80,96,0.9119317866056712,0.6860848411959936,0.9012354930058275,13.693923301510921
learning_curve,4,delay_avg_ns,GradientBoosting,full,120,96,0.7406778499600273,0.07210143918352123,0.1394678074861132,29.074076515324094
learning_curve,4,power_avg_uW,GradientBoosting,full,120,96,0.8937294514666252,0.6703039609600095,0.9899999100511967,18.286744992242625
learning_curve,4,delay_avg_ns,GradientBoosting,full,160,96,0.7439434749931497,0.07772067465660602,0.13858687131435535,25.780140512774125
learning_curve,4,power_avg_uW,GradientBoosting,full,160,96,0.9429147392859535,0.521936256917925,0.7255889971255897,10.592566721110416
learning_curve,4,delay_avg_ns,GradientBoosting,full,240,96,0.8381228610196708,0.05870448307971373,0.11019120359242594,18.789824646233168
learning_curve,4,power_avg_uW,GradientBoosting,full,240,96,0.9603149223781156,0.45023465009328173,0.6049818018450386,9.169257082548315
learning_curve,4,delay_avg_ns,GradientBoosting,full,320,96,0.8758768300743445,0.04990772837485272,0.09648961996963537,13.749889213309958
learning_curve,4,power_avg_uW,GradientBoosting,full,320,96,0.9711741465660748,0.3924676201914244,0.5156081590437473,8.584879968435448
learning_curve,4,delay_avg_ns,GradientBoosting,full,384,96,0.8519303397803826,0.052002051070123866,0.10538703999473004,14.019531080524427
learning_curve,4,power_avg_uW,GradientBoosting,full,384,96,0.9789659998857867,0.3246903513466849,0.44044291671626123,7.045437668664254
learning_curve,5,delay_avg_ns,GradientBoosting,full,40,96,0.5221339496175978,0.11608746851865438,0.19884812690882464,34.07246644367501
learning_curve,5,power_avg_uW,GradientBoosting,full,40,96,0.6451507422866813,1.3943017066743018,1.7564709944358619,23.412251700583955
learning_curve,5,delay_avg_ns,GradientBoosting,full,80,96,0.7444056539777629,0.08501116089771953,0.14542666238726965,25.891277088233487
learning_curve,5,power_avg_uW,GradientBoosting,full,80,96,0.8626765246595473,0.8731340556032762,1.0926760520517704,16.080389980761893
learning_curve,5,delay_avg_ns,GradientBoosting,full,120,96,0.807940860795591,0.06848514774927156,0.1260624968451654,20.27974125657319
learning_curve,5,power_avg_uW,GradientBoosting,full,120,96,0.9229165799112251,0.6181732103527512,0.8186523628259132,10.432827348206848
learning_curve,5,delay_avg_ns,GradientBoosting,full,160,96,0.8106141433374353,0.0678355943722495,0.12518208680714102,19.895192640358005
learning_curve,5,power_avg_uW,GradientBoosting,full,160,96,0.9295829462699619,0.5544745410739597,0.7824524539822425,8.799136365530291
learning_curve,5,delay_avg_ns,GradientBoosting,full,240,96,0.890022871065026,0.051300999097421585,0.0953936803685832,15.771695143689913
learning_curve,5,power_avg_uW,GradientBoosting,full,240,96,0.9545305981161427,0.44285898450859246,0.6287509476200708,7.360977098565115
learning_curve,5,delay_avg_ns,GradientBoosting,full,320,96,0.895899666490367,0.046881408641470945,0.09280993662151113,12.90807486925057
learning_curve,5,power_avg_uW,GradientBoosting,full,320,96,0.9695047552614331,0.3853858202671599,0.5149144664730356,6.632588044472139
learning_curve,5,delay_avg_ns,GradientBoosting,full,384,96,0.9052528255183314,0.04443418876437496,0.08854245295600563,12.555911265751787
learning_curve,5,power_avg_uW,GradientBoosting,full,384,96,0.970807272968764,0.37548433450048774,0.5037979141707359,6.279719713077611
learning_curve,6,delay_avg_ns,GradientBoosting,full,40,96,0.562345949901413,0.11563024590238218,0.20483325268952077,33.02727092391718
learning_curve,6,power_avg_uW,GradientBoosting,full,40,96,0.7900803906065951,1.0402744337801444,1.3943814483134491,20.035209201523237
learning_curve,6,delay_avg_ns,GradientBoosting,full,80,96,0.6742415907567467,0.09109490129265628,0.17671882016867077,21.991375357700523
learning_curve,6,power_avg_uW,GradientBoosting,full,80,96,0.8898753355877409,0.7632087729567273,1.0099442251094217,14.357263956738187
learning_curve,6,delay_avg_ns,GradientBoosting,full,120,96,0.7500528313090146,0.0803462366942282,0.15479577269560382,19.649413701885955
learning_curve,6,power_avg_uW,GradientBoosting,full,120,96,0.8970613602703718,0.652428299746659,0.9764371709226215,15.443118565355002
learning_curve,6,delay_avg_ns,GradientBoosting,full,160,96,0.7947113175043146,0.07292938763918719,0.14028701980312255,17.015143110690524
learning_curve,6,power_avg_uW,GradientBoosting,full,160,96,0.9524672867654687,0.43103150179178656,0.6635159907091497,8.93017478885334
learning_curve,6,delay_avg_ns,GradientBoosting,full,240,96,0.8065487842153559,0.07239675072511843,0.13618231648927714,17.036241570700202
learning_curve,6,power_avg_uW,GradientBoosting,full,240,96,0.9603166003413705,0.4582532522835902,0.6062608536393905,8.957432601788069
learning_curve,6,delay_avg_ns,GradientBoosting,full,320,96,0.8470380889636027,0.06007057373346181,0.12109511836018401,14.12358350899677
learning_curve,6,power_avg_uW,GradientBoosting,full,320,96,0.9688932563662506,0.4209465169902882,0.5367627462558581,8.321148393939277
learning_curve,6,delay_avg_ns,GradientBoosting,full,384,96,0.8299901738839489,0.057755647309402504,0.12766504339361054,12.751047318715752
learning_curve,6,power_avg_uW,GradientBoosting,full,384,96,0.9752737895220436,0.37021825290825533,0.47855721923367,6.900041009999905
learning_curve,7,delay_avg_ns,GradientBoosting,full,40,96,0.5849663643991497,0.12458025126208527,0.20236226873638288,46.20865560401317
learning_curve,7,power_avg_uW,GradientBoosting,full,40,96,0.7930175296528479,1.2002743777165972,1.552323042934147,26.553633159662898
learning_curve,7,delay_avg_ns,GradientBoosting,full,80,96,0.5483591773368144,0.09781894093128739,0.21109817916628731,25.837313935081347
learning_curve,7,power_avg_uW,GradientBoosting,full,80,96,0.8515091519555975,0.9751999126603913,1.3148165591392624,18.11467839377765
learning_curve,7,delay_avg_ns,GradientBoosting,full,120,96,0.741910144748992,0.0771128077350746,0.15957812555272255,21.21500946221029
learning_curve,7,power_avg_uW,GradientBoosting,full,120,96,0.9306348273078457,0.6436295611209357,0.8986406441994489,12.271781404572536
learning_curve,7,delay_avg_ns,GradientBoosting,full,160,96,0.7912793318016568,0.07008057589007564,0.14350618546719757,17.882963650502322
learning_curve,7,power_avg_uW,GradientBoosting,full,160,96,0.9477460763503802,0.5801831372602011,0.7799643890054472,10.636213270494176
learning_curve,7,delay_avg_ns,GradientBoosting,full,240,96,0.8393389608081057,0.0648442536243385,0.12590505824753134,17.6772045520294
learning_curve,7,power_avg_uW,GradientBoosting,full,240,96,0.9596152053557725,0.493312805061117,0.685684386991468,8.990551968796419
learning_curve,7,delay_avg_ns,GradientBoosting,full,320,96,0.8329937458809142,0.058969615631983274,0.12836725664987492,14.563424513661136
learning_curve,7,power_avg_uW,GradientBoosting,full,320,96,0.9708997859065994,0.4085993758487827,0.5820541812193983,8.445611988297262
learning_curve,7,delay_avg_ns,GradientBoosting,full,384,96,0.8784878791577707,0.05540938615850973,0.10949585847187013,15.324781615634194
learning_curve,7,power_avg_uW,GradientBoosting,full,384,96,0.9759891876403937,0.3509655145041717,0.5287114894736065,6.585183925266204
learning_curve,8,delay_avg_ns,GradientBoosting,full,40,96,0.5747040596685616,0.08622463737143138,0.12655026244039763,37.59450443260569
learning_curve,8,power_avg_uW,GradientBoosting,full,40,96,0.8230816483992613,0.9770440449489524,1.233992817464163,18.891654304083826
learning_curve,8,delay_avg_ns,GradientBoosting,full,80,96,0.6408443607516521,0.062407113660215154,0.11629439306814307,22.36772464224738
learning_curve,8,power_avg_uW,GradientBoosting,full,80,96,0.8872316436778606,0.7557573808406209,0.9851895915327291,15.997477752698142
learning_curve,8,delay_avg_ns,GradientBoosting,full,120,96,0.7825236553062551,0.05287633360267569,0.09049476237251153,22.03698614206501
