experiment,training_protocol,seed,target,heldout_cell,fewshot_k,model,train_rows,test_rows,r2,mae,rmse,mape_pct
leave_one_cell_transfer,source_plus_target_support,0,delay_avg_ns,INV,0,GradientBoosting,360,120,0.4886974096725095,0.11583890162890469,0.1359431345834549,58.799735341011164
leave_one_cell_transfer,source_plus_target_support,0,power_avg_uW,INV,0,GradientBoosting,360,120,0.5829987823887534,1.6306558972055407,1.83417169226289,40.43807980033867
leave_one_cell_transfer,source_plus_target_support,0,delay_avg_ns,INV,20,GradientBoosting,380,100,0.7970702211551256,0.058044476208176786,0.08788347235753496,23.871706211368174
leave_one_cell_transfer,target_support_only,0,delay_avg_ns,INV,20,GradientBoosting,20,100,0.2644900504122907,0.0879824197050328,0.16731257874662409,40.3652735196908
leave_one_cell_transfer,source_plus_target_support,0,power_avg_uW,INV,20,GradientBoosting,380,100,0.9643720451533063,0.45433742607858074,0.533605695970628,13.533769628971196
leave_one_cell_transfer,target_support_only,0,power_avg_uW,INV,20,GradientBoosting,20,100,0.9065308047802146,0.6713775487488958,0.8642895496789722,17.262951687449004
leave_one_cell_transfer,source_plus_target_support,0,delay_avg_ns,INV,40,GradientBoosting,400,80,0.8821765373450389,0.04866831662948293,0.06977581045011663,23.385905648014674
leave_one_cell_transfer,target_support_only,0,delay_avg_ns,INV,40,GradientBoosting,40,80,0.5600509993193149,0.07134922970542171,0.13483112754949297,32.65421023964017
leave_one_cell_transfer,source_plus_target_support,0,power_avg_uW,INV,40,GradientBoosting,400,80,0.9779300680780602,0.36864449645983416,0.4377218417196288,10.480298011915911
leave_one_cell_transfer,target_support_only,0,power_avg_uW,INV,40,GradientBoosting,40,80,0.9054925464274758,0.5910718047603625,0.905796737064269,9.681272587005996
leave_one_cell_transfer,source_plus_target_support,0,delay_avg_ns,NAND2,0,GradientBoosting,360,120,0.8254047149157615,0.05927471177341691,0.08843033189947301,21.131468650052852
leave_one_cell_transfer,source_plus_target_support,0,power_avg_uW,NAND2,0,GradientBoosting,360,120,0.9811098927749943,0.2871214326173013,0.3699589073950752,5.325835512445687
leave_one_cell_transfer,source_plus_target_support,0,delay_avg_ns,NAND2,20,GradientBoosting,380,100,0.9192207423774171,0.03937364062171877,0.05953457422791129,14.8156107065309
leave_one_cell_transfer,target_support_only,0,delay_avg_ns,NAND2,20,GradientBoosting,20,100,-0.17947637267027594,0.15534033680749107,0.2274908565878454,82.93280321906812
leave_one_cell_transfer,source_plus_target_support,0,power_avg_uW,NAND2,20,GradientBoosting,380,100,0.980645381398443,0.2851108513654228,0.37702285478358377,4.977766303663295
leave_one_cell_transfer,target_support_only,0,power_avg_uW,NAND2,20,GradientBoosting,20,100,0.770723312587667,0.9890320080267644,1.2976432677751666,19.770159361245685
leave_one_cell_transfer,source_plus_target_support,0,delay_avg_ns,NAND2,40,GradientBoosting,400,80,0.91999283873069,0.03894546315249671,0.05379688326937158,14.247637076362102
leave_one_cell_transfer,target_support_only,0,delay_avg_ns,NAND2,40,GradientBoosting,40,80,0.6559963852449773,0.0812147520292252,0.11155118491398958,33.73917521118145
leave_one_cell_transfer,source_plus_target_support,0,power_avg_uW,NAND2,40,GradientBoosting,400,80,0.9832996119337456,0.2647736549316108,0.3532707618300408,5.32329531110096
leave_one_cell_transfer,target_support_only,0,power_avg_uW,NAND2,40,GradientBoosting,40,80,0.9184461453187407,0.5996002356903994,0.7806685071736578,15.528710085399716
leave_one_cell_transfer,source_plus_target_support,0,delay_avg_ns,NOR2,0,GradientBoosting,360,120,0.846848565485831,0.05603210477815737,0.09207122730712694,14.387049618760766
leave_one_cell_transfer,source_plus_target_support,0,power_avg_uW,NOR2,0,GradientBoosting,360,120,0.985051702639862,0.30888743634584886,0.37572928040535014,6.625040577107545
leave_one_cell_transfer,source_plus_target_support,0,delay_avg_ns,NOR2,20,GradientBoosting,380,100,0.8407072119343013,0.05230522734347962,0.09051723471346564,13.051529863552691
leave_one_cell_transfer,target_support_only,0,delay_avg_ns,NOR2,20,GradientBoosting,20,100,0.060109725793856095,0.13409394869424282,0.21987294773243227,48.17839403188834
leave_one_cell_transfer,source_plus_target_support,0,power_avg_uW,NOR2,20,GradientBoosting,380,100,0.9837544999292894,0.30975553915982235,0.39729495445611046,6.326694443417782
leave_one_cell_transfer,target_support_only,0,power_avg_uW,NOR2,20,GradientBoosting,20,100,0.8427825122145418,0.9486449505205016,1.2359387069461243,18.180552521724294
leave_one_cell_transfer,source_plus_target_support,0,delay_avg_ns,NOR2,40,GradientBoosting,400,80,0.8943422203144826,0.04246614823904117,0.06801367730558959,13.21256426558234
leave_one_cell_transfer,target_support_only,0,delay_avg_ns,NOR2,40,GradientBoosting,40,80,0.5357635316825897,0.09544160562723478,0.1425657303716858,29.486835359263118
leave_one_cell_transfer,source_plus_target_support,0,power_avg_uW,NOR2,40,GradientBoosting,400,80,0.9873214765533487,0.2669386404542574,0.3500954559929967,5.718540479094342
leave_one_cell_transfer,target_support_only,0,power_avg_uW,NOR2,40,GradientBoosting,40,80,0.8869347037260653,0.7624485223017372,1.045482571572257,13.867624799734662
leave_one_cell_transfer,source_plus_target_support,0,delay_avg_ns,XOR2,0,GradientBoosting,360,120,0.6453970713746227,0.13355935789705833,0.17756384573367237,33.1605542729908
leave_one_cell_transfer,source_plus_target_support,0,power_avg_uW,XOR2,0,GradientBoosting,360,120,0.4411859919598826,2.1172527000587014,2.4675536528495186,27.744785345051444
leave_one_cell_transfer,source_plus_target_support,0,delay_avg_ns,XOR2,20,GradientBoosting,380,100,0.8682966730133286,0.06373049282582083,0.10416075344300252,14.238582544139849
leave_one_cell_transfer,target_support_only,0,delay_avg_ns,XOR2,20,GradientBoosting,20,100,-0.04804237342709561,0.1783561118845601,0.2938293407524206,46.47868991231185
leave_one_cell_transfer,source_plus_target_support,0,power_avg_uW,XOR2,20,GradientBoosting,380,100,0.900182138597478,0.873058016606524,1.0812778079192609,16.176695356665693
leave_one_cell_transfer,target_support_only,0,power_avg_uW,XOR2,20,GradientBoosting,20,100,0.5763459547781337,1.8037856708491353,2.2276083544500334,38.203196572527254
leave_one_cell_transfer,source_plus_target_support,0,delay_avg_ns,XOR2,40,GradientBoosting,400,80,0.8053228126802855,0.07858349195008421,0.14958712860837126,14.848966513381184
leave_one_cell_transfer,target_support_only,0,delay_avg_ns,XOR2,40,GradientBoosting,40,80,0.5504674800359177,0.11166719286296312,0.22730932467929924,21.016975257164052
leave_one_cell_transfer,source_plus_target_support,0,power_avg_uW,XOR2,40,GradientBoosting,400,80,0.9155955246668751,0.6677146618115961,0.9670059383181816,8.153250289180006
leave_one_cell_transfer,target_support_only,0,power_avg_uW,XOR2,40,GradientBoosting,40,80,0.8356874105751219,0.9792699474907784,1.3492170591840154,13.226988696633168
leave_one_cell_transfer,source_plus_target_support,1,delay_avg_ns,INV,0,GradientBoosting,360,120,0.5564589401874045,0.11157145544647852,0.12661501131963585,57.72031458142812
leave_one_cell_transfer,source_plus_target_support,1,power_avg_uW,INV,0,GradientBoosting,360,120,0.6421575136847333,1.507311793722966,1.699093491394703,40.445002443734595
leave_one_cell_transfer,source_plus_target_support,1,delay_avg_ns,INV,20,GradientBoosting,380,100,0.7917569779018141,0.05516912505301284,0.09087466604472713,21.366620597803127
leave_one_cell_transfer,target_support_only,1,delay_avg_ns,INV,20,GradientBoosting,20,100,-0.0034017167797220083,0.1170823076075396,0.1994780062495597,56.24989498912319
leave_one_cell_transfer,source_plus_target_support,1,power_avg_uW,INV,20,GradientBoosting,380,100,0.9646569835848728,0.4247719409774385,0.5240282382480586,12.827666234985657
leave_one_cell_transfer,target_support_only,1,power_avg_uW,INV,20,GradientBoosting,20,100,0.8642528398326551,0.7938508418624681,1.0269948378423404,17.214515637012752
leave_one_cell_transfer,source_plus_target_support,1,delay_avg_ns,INV,40,GradientBoosting,400,80,0.6527676065564233,0.051708156622101806,0.09544349825423912,18.14623673201105
leave_one_cell_transfer,target_support_only,1,delay_avg_ns,INV,40,GradientBoosting,40,80,0.5490138401340754,0.07309494966832905,0.1087721816109396,26.330976100603348
leave_one_cell_transfer,source_plus_target_support,1,power_avg_uW,INV,40,GradientBoosting,400,80,0.9729628091176891,0.3447342689036336,0.4468993707223429,7.635133184516834
leave_one_cell_transfer,target_support_only,1,power_avg_uW,INV,40,GradientBoosting,40,80,0.8021345443439418,0.9288587014460449,1.2089656159228526,15.93068189592537
leave_one_cell_transfer,source_plus_target_support,1,delay_avg_ns,NAND2,0,GradientBoosting,360,120,0.8251881969858319,0.059689201088704694,0.08848514672462428,21.2763816866814
leave_one_cell_transfer,source_plus_target_support,1,power_avg_uW,NAND2,0,GradientBoosting,360,120,0.9808269525968881,0.29209333857759806,0.372719272390873,5.547831500595001
leave_one_cell_transfer,source_plus_target_support,1,delay_avg_ns,NAND2,20,GradientBoosting,380,100,0.9322965861546326,0.031284298541312996,0.05142082795081076,12.178748213028678
leave_one_cell_transfer,target_support_only,1,delay_avg_ns,NAND2,20,GradientBoosting,20,100,0.6521576767004444,0.08079059087268269,0.11655341230256476,31.939857863801492
leave_one_cell_transfer,source_plus_target_support,1,power_avg_uW,NAND2,20,GradientBoosting,380,100,0.9830653786663687,0.2766369844234905,0.3489213510409229,5.531436067633781
leave_one_cell_transfer,target_support_only,1,power_avg_uW,NAND2,20,GradientBoosting,20,100,0.5063215669433244,1.4317664214533252,1.883917489145022,35.126107645222156
